program_name,kernel_mangled_name,has_branching,has_data_dependent_branching,has_flop_division,uses_preprocessor_defines,has_common_float_subexpr,has_loop_invariant_flops,has_special_math_functions,calls_device_function,has_rng_input_data,reads_input_values_from_file,has_constant_propagatable_gridsz,has_constant_propagatable_blocksz
burger-omp,main_l101,False,False,True,True,True,True,False,False,False,False,False,True
burger-omp,main_l110,False,False,True,True,True,True,False,False,False,False,False,True
burger-omp,main_l77,False,False,True,True,True,True,False,False,False,False,False,True
burger-omp,main_l93,False,False,True,True,True,True,False,False,False,False,False,False
bwt-cuda,_Z14generate_tablePiii,True,True,False,False,False,False,False,False,False,False,False,True
bwt-cuda,_Z17bitonic_sort_stepPiiiiPKci,True,True,False,False,False,False,False,True,True,False,False,True
bwt-cuda,_Z20reconstruct_sequencePKiPKcPci,True,True,False,False,False,False,False,False,True,False,False,True
bwt-omp,_Z14generate_tablePiii_l9,True,False,False,False,False,False,False,False,False,False,False,True
bwt-omp,_Z17bitonic_sort_stepPiiiiPKci_l27,True,True,False,False,False,False,False,True,False,False,False,True
car-cuda,_Z3carPKfS0_S0_S0_Pf6paramsiim,True,True,True,True,True,True,True,False,True,False,True,True
car-omp,_Z3carPKfS0_S0_S0_Pf6paramsiim_l35,True,False,True,True,True,True,True,False,True,False,False,True
cbsfil-cuda,_Z9toCoef2DXPfjjj,True,True,True,True,False,False,True,True,True,False,True,True
cbsfil-cuda,_Z9toCoef2DYPfjjj,True,True,True,True,False,False,True,True,True,False,True,True
cbsfil-omp,_Z9toCoef2DXPfjjjj_l77,True,True,True,True,False,True,True,True,True,False,False,False
ccsd-trpdrv-cuda,_Z11ccsd_kernelPKdS0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_dPdS1_S1_S1_iii,True,True,True,True,False,False,False,False,True,False,True,True
ccsd-trpdrv-omp,_Z14ccsd_tengy_gpuPKdS0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_dPdS1_S1_S1_iii_l43,True,False,True,True,True,True,False,False,True,False,False,True
ced-cuda,_Z11hyst_kernelPKhPhii,True,True,False,False,False,False,False,False,False,True,False,True
ced-cuda,_Z12sobel_kernelPKhPhS1_ii,True,True,False,False,False,False,True,False,False,True,False,False
ced-cuda,_Z15gaussian_kernelPKhPhii,True,False,False,False,False,False,False,False,False,True,False,False
ced-cuda,_Z19non_max_supp_kernelPKhPhS0_ii,True,True,False,False,False,False,False,False,False,True,False,False
cfd-cuda,_Z12compute_fluxiPiPfS0_S0_S0_P6Float3S2_S2_S2_,True,True,True,True,False,False,True,True,False,True,False,True
cfd-cuda,_Z17initialize_bufferPffi,True,False,False,False,False,False,False,False,False,True,False,True
cfd-cuda,_Z19compute_step_factoriPfS_S_,True,False,True,True,False,False,True,True,False,True,False,True
cfd-cuda,_Z20initialize_variablesiPfPKf,False,False,False,True,False,False,False,False,False,True,False,True
cfd-cuda,_Z9time_stepiiPKfPfS0_S0_,True,False,True,True,False,False,False,False,False,True,False,True
cfd-omp,_Z12compute_fluxiPiPfS0_S0_S0_6Float3S1_S1_S1__l200,True,True,True,True,False,False,True,True,False,True,False,True
cfd-omp,_Z19compute_step_factoriPfS_S__l167,False,False,True,True,False,False,True,True,False,True,False,True
cfd-omp,_Z20initialize_variablesiPfS__l157,False,False,False,True,False,False,False,False,False,True,False,True
cfd-omp,_Z4copyPfPKfi_l112,False,False,False,False,False,False,False,False,False,True,False,True
cfd-omp,_Z9time_stepiiPKfPfS0_S0__l345,False,False,True,True,False,False,False,False,False,True,False,True
chacha20-cuda,_Z15test_keystreamsPKcS0_S0_PKhPhS3_S3_S3_iii,True,True,False,True,False,False,False,True,False,False,True,True
chacha20-omp,main_l87,True,True,False,True,False,False,False,True,False,False,True,True
channelShuffle-cuda,_Z24ChannelShuffleNCHWKernelIfLb0EEviiiPKT_PS0_,True,True,False,True,False,False,False,False,False,False,False,True
channelShuffle-cuda,_Z24ChannelShuffleNHWCKernelIfLi128EEviiPKT_PS0_,True,False,False,False,False,False,False,False,False,False,False,True
channelShuffle-cuda,_Z24ChannelShuffleNHWCKernelIfLi32EEviiPKT_PS0_,True,False,False,True,False,False,False,False,False,False,False,True
channelShuffle-cuda,_Z24ChannelShuffleNHWCKernelIfLi512EEviiPKT_PS0_,True,False,False,False,False,False,False,False,False,False,False,True
channelShuffle-omp,_Z24ChannelShuffleNCHWKernelIfEviiiiPKT_PS0__l20,False,False,False,True,False,False,False,False,False,False,False,True
channelShuffle-omp,_Z24ChannelShuffleNHWCKernelIfEviiiPKT_PS0__l32,False,False,False,False,False,False,False,False,False,False,False,True
channelSum-cuda,_Z14ChannelSumNCHWIiLi1ELi128EEviiiPKT_PS0_S3_,True,False,False,True,False,False,False,True,True,False,False,True
channelSum-cuda,_Z14ChannelSumNHWCIiEviiiPKT_PS0_S3_,True,False,False,True,False,False,False,True,True,False,False,True
channelSum-omp,_Z14ChannelSumNCHWIiEviiiPKT_PS0_S3__l22,True,False,False,True,False,False,False,False,True,False,False,True
channelSum-omp,_Z14ChannelSumNHWCIiEviiiPKT_PS0_S3__l48,True,False,False,True,False,False,False,False,True,False,False,True
che-cuda,_Z12cahnHilliardPA256_A256_dPA256_A256_KdS5_ddddd,True,False,True,True,False,False,False,True,True,False,True,True
che-cuda,_Z17chemicalPotentialPA256_A256_KdPA256_A256_dddddddd,True,False,True,True,False,False,False,True,False,False,True,True
che-cuda,_Z25localFreeEnergyFunctionalPA256_A256_KdPA256_A256_dddddddd,True,False,True,True,True,False,False,True,True,False,True,True
che-cuda,_Z4SwapPA256_A256_dS1_,True,False,False,True,False,False,False,False,False,False,True,True
che-omp,_Z12cahnHilliardPA256_A256_dPA256_A256_KdS5_ddddd_l157,True,True,True,True,False,False,False,True,True,False,False,False
che-omp,_Z17chemicalPotentialPA256_A256_KdPA256_A256_dddddddd_l108,True,False,True,True,True,False,False,True,False,False,False,False
che-omp,_Z4SwapPA256_A256_dS1__l169,False,False,False,True,False,False,False,False,False,False,False,False
chemv-cuda,_Z13chemv_kernel0P12ComplexFloatS0_S0_ffff,True,False,False,True,False,False,False,False,False,False,True,True
chemv-cuda,_Z13chemv_kernel1P12ComplexFloatS0_S0_ff,True,False,False,True,False,False,False,False,False,False,True,True
chemv-omp,_Z13chemv_kernel0P12ComplexFloatS0_S0_ffff_l7,True,False,False,True,False,False,False,False,False,False,True,True
chi2-cuda,_Z10chi_kerneljjiiPKhPf,True,True,True,False,False,False,False,False,True,False,True,True
chi2-omp,main_l55,True,True,True,False,False,False,False,False,True,False,False,False
clenergy-cuda,_Z7cenergyifPfPK6float4,True,False,False,True,True,True,True,False,True,False,True,True
clenergy-omp,main_l148,True,False,True,True,True,False,True,False,True,False,False,False
clenergy-omp,main_l176,True,False,True,True,True,True,True,False,True,False,False,False
clock-cuda,_Z14timedReductionPKfPfPl,True,True,False,True,False,False,False,False,False,False,True,True
cmembench-cuda,_Z18benchmark_constantI4int2EvPii,True,False,False,True,False,False,False,True,False,False,True,True
cmembench-cuda,_Z18benchmark_constantI4int4EvPii,True,False,False,True,False,False,False,True,False,False,True,True
cmembench-cuda,_Z18benchmark_constantIiEvPii,True,False,False,True,False,False,False,True,False,False,True,True
cobahh-cuda,_Z6cobahhPfS_S_S_S_S_PKfPciffiffffffffffffffffffffffffffffffff,True,True,True,False,True,False,True,True,True,False,True,True
cobahh-omp,_Z24neurongroup_stateupdaterPfS_S_S_S_S_S_S_S_Pcii_l73,True,False,True,False,True,False,True,True,True,False,False,True
collision-cuda,_Z15checkDuplicatesiPKi,True,True,False,True,False,False,False,True,False,False,True,True
collision-cuda,_Z18checkDuplicateMaskiPKi,True,True,False,True,False,False,False,True,True,False,True,True
colorwheel-cuda,_Z5colorPhiiff,True,True,True,True,False,False,True,True,False,False,True,True
colorwheel-omp,main_l106,True,True,True,True,False,False,True,False,False,False,False,False
complex-cuda,_Z13complex_floatPci,True,True,True,False,True,False,True,True,False,False,True,True
complex-cuda,_Z14complex_doublePci,True,True,True,False,True,False,True,True,False,False,True,True
complex-cuda,_Z17ref_complex_floatPci,True,True,True,False,True,False,True,True,False,False,True,True
complex-cuda,_Z18ref_complex_doublePci,True,True,True,False,True,False,True,True,False,False,True,True
complex-omp,_Z13complex_floatPci_l42,True,True,True,False,True,False,True,True,False,False,False,True
compute-score-cuda,_Z7computePKjS0_PKmS2_S0_PjS3_,True,True,False,True,False,False,False,True,True,False,False,True
compute-score-cuda,_Z9reductionPKmPKjS2_Pm,True,True,False,False,False,False,False,False,True,False,True,True
compute-score-omp,main_l318,True,True,False,True,False,False,False,True,False,False,False,True
concat-cuda,_Z6concatIfEvPKT_S2_PS0_iiii,True,True,False,False,False,False,False,True,True,False,False,True
concat-omp,_Z6concatIfEvPKT_S2_PS0_iiii_l16,True,True,False,False,False,False,False,True,True,False,False,True
conversion-cuda,_Z3cvtI6__half13__nv_bfloat16EvPT_PKT0_i,True,True,False,False,False,False,False,False,False,False,True,True
conversion-cuda,_Z3cvtI6__halfS0_EvPT_PKT0_i,True,True,False,False,False,False,False,False,False,False,True,True
conversion-cuda,_Z3cvtIc13__nv_bfloat16EvPT_PKT0_i,True,False,False,False,False,False,False,False,False,False,True,True
conversion-cuda,_Z3cvtIf13__nv_bfloat16EvPT_PKT0_i,True,True,False,False,False,False,False,False,False,False,True,True
conversion-cuda,_Z3cvtIf6__halfEvPT_PKT0_i,True,True,False,False,False,False,False,False,False,False,True,True
conversion-cuda,_Z3cvtIh13__nv_bfloat16EvPT_PKT0_i,True,True,False,False,False,False,False,False,False,False,True,True
conversion-cuda,_Z3cvtIi13__nv_bfloat16EvPT_PKT0_i,True,True,False,False,False,False,False,False,False,False,True,True
conversion-cuda,_Z3cvtIi6__halfEvPT_PKT0_i,True,True,False,False,False,False,False,False,False,False,True,True
conversion-omp,_Z7convertIcfEvii_l27,False,False,False,False,False,False,False,False,False,False,True,True
conversion-omp,_Z7convertIffEvii_l20,False,False,False,False,False,False,False,False,False,False,True,True
conversion-omp,_Z7convertIffEvii_l27,False,False,False,False,False,False,False,False,False,False,True,True
conversion-omp,_Z7convertIhfEvii_l27,False,False,False,False,False,False,False,False,False,False,True,True
conversion-omp,_Z7convertIifEvii_l27,False,False,False,False,False,False,False,False,False,False,True,True
convolution1D-cuda,_Z12conv1d_tiledIdEvPKT_PS0_ii,True,True,False,True,False,False,False,False,True,False,False,True
convolution1D-cuda,_Z20conv1d_tiled_cachingIdEvPKT_PS0_ii,True,True,False,True,False,False,False,False,True,False,False,True
convolution1D-cuda,_Z6conv1dIdEvPKT_PS0_ii,True,True,False,False,False,False,False,False,True,False,True,True
convolution1D-omp,_Z12conv1d_tiledIdEvPKT_S2_PS0_ii_l45,True,True,False,True,False,False,False,False,True,False,False,True
convolution1D-omp,_Z20conv1d_tiled_cachingIdEvPKT_S2_PS0_ii_l88,True,True,False,True,False,False,False,False,True,False,False,True
convolution1D-omp,_Z6conv1dIdEvPKT_S2_PS0_ii_l25,True,True,False,True,False,False,False,False,True,False,False,True
convolution3D-cuda,_Z9conv3d_s1IfEvPKT_S2_PS0_iiiiiiii,True,True,False,False,False,False,False,False,True,False,True,True
convolution3D-cuda,_Z9conv3d_s2IfEvPKT_S2_PS0_iiiiiiii,True,False,False,False,False,False,False,False,True,False,True,True
convolution3D-cuda,_Z9conv3d_s3IfEvPKT_S2_PS0_iiiiiiii,True,False,False,True,False,False,False,False,True,False,False,True
convolution3D-omp,_Z6conv3DIfEviiiiiii_l84,True,False,False,True,False,False,False,False,True,False,False,True
convolutionSeparable-cuda,_Z9conv_colsPfPKfS1_iii,True,True,False,True,False,False,False,False,True,False,True,True
convolutionSeparable-cuda,_Z9conv_rowsPfPKfS1_iii,True,True,False,True,False,False,False,False,True,False,True,True
convolutionSeparable-omp,_Z15convolutionRowsPfPKfS1_iii_l43,True,True,False,True,False,False,False,False,True,False,False,False
cooling-cuda,_Z11cool_kernelidPKdPdi,True,True,True,False,True,False,True,True,False,False,True,True
cooling-omp,_Z11cool_kernelidPKdPdi_l111,True,True,True,False,True,False,True,True,False,False,False,True
crc64-cuda,_Z12crc64_kernelPmS_PKhPKmS3_mi,True,True,False,False,False,False,False,True,True,False,False,True
crc64-omp,crc64_omp_l1428,True,True,False,True,False,False,False,True,True,False,False,False
cross-cuda,_Z12cross_kernelIdiEviPT_PKS0_S3_T0_S4_S4_,True,False,False,False,False,False,False,False,True,False,True,True
cross-cuda,_Z12cross_kernelIfiEviPT_PKS0_S3_T0_S4_S4_,True,False,False,False,False,False,False,False,True,False,True,True
cross-cuda,_Z13cross2_kernelIdiEviPT_PKS0_S3_T0_S4_S4_,True,False,False,False,False,False,False,False,True,False,True,True
cross-cuda,_Z13cross2_kernelIfiEviPT_PKS0_S3_T0_S4_S4_,True,False,False,False,False,False,False,False,True,False,True,True
cross-cuda,_Z13cross3_kernelIdEviPT_PKS0_S3_,True,True,False,False,False,False,False,False,True,False,False,True
cross-cuda,_Z13cross3_kernelIfEviPT_PKS0_S3_,True,False,False,False,False,False,False,False,True,False,False,True
cross-omp,_Z12cross_kernelIdiEviPT_PKS0_S3_T0_S4_S4__l21,True,False,False,False,False,False,False,False,True,False,False,True
cross-omp,_Z12cross_kernelIfiEviPT_PKS0_S3_T0_S4_S4__l21,False,False,False,False,False,False,False,False,True,False,False,True
cross-omp,_Z13cross2_kernelIdiEviPT_PKS0_S3_T0_S4_S4__l52,True,False,False,False,False,False,False,False,True,False,False,True
cross-omp,_Z13cross2_kernelIfiEviPT_PKS0_S3_T0_S4_S4__l52,False,False,False,False,False,False,False,False,True,False,False,True
cross-omp,_Z13cross3_kernelIdEviPT_PKS0_S3__l84,True,False,False,False,False,False,False,False,True,False,False,True
cross-omp,_Z13cross3_kernelIfEviPT_PKS0_S3__l84,False,False,False,False,False,False,False,False,True,False,False,True
crossEntropy-cuda,_Z8loss_bwdI6__halfS0_EvPKT_PKT0_S6_PKlS3_S8_PS4_,True,True,False,True,False,False,True,True,True,False,True,True
crossEntropy-cuda,_Z8loss_bwdIddEvPKT_PKT0_S5_PKlS2_S7_PS3_,True,True,False,True,False,False,True,True,True,False,False,True
crossEntropy-cuda,_Z8loss_bwdIffEvPKT_PKT0_S5_PKlS2_S7_PS3_,True,True,False,True,False,False,True,True,True,False,True,True
crs-cuda,_Z27gcrs_m_1_w_4_coding_dotprodiiPKlPlPKji,True,True,False,False,False,False,False,False,True,False,False,False
crs-cuda,_Z27gcrs_m_1_w_5_coding_dotprodiiPKlPlPKji,True,True,False,False,False,False,False,False,True,False,False,False
crs-cuda,_Z27gcrs_m_1_w_6_coding_dotprodiiPKlPlPKji,True,True,False,False,False,False,False,False,True,False,False,False
crs-cuda,_Z27gcrs_m_1_w_7_coding_dotprodiiPKlPlPKji,True,True,False,False,False,False,False,False,True,False,False,False
crs-cuda,_Z27gcrs_m_1_w_8_coding_dotprodiiPKlPlPKji,True,True,False,False,False,False,False,False,True,False,False,False
crs-cuda,_Z27gcrs_m_2_w_4_coding_dotprodiiPKlPlPKji,True,True,False,False,False,False,False,False,True,False,False,False
crs-cuda,_Z27gcrs_m_2_w_5_coding_dotprodiiPKlPlPKji,True,True,False,False,False,False,False,False,True,False,False,False
crs-cuda,_Z27gcrs_m_2_w_6_coding_dotprodiiPKlPlPKji,True,True,False,False,False,False,False,False,True,False,False,False
crs-cuda,_Z27gcrs_m_2_w_7_coding_dotprodiiPKlPlPKji,True,True,False,False,False,False,False,False,True,False,False,False
crs-cuda,_Z27gcrs_m_2_w_8_coding_dotprodiiPKlPlPKji,True,True,False,False,False,False,False,False,False,False,False,False
crs-omp,_Z14m_1_w_4_codingiiPKlPlPKjiii_l8,True,True,False,False,False,False,False,False,True,False,False,False
d3q19-bgk-cuda,_Z15init_velocity_gIL12lattice_type19EEv8lbm_vars5BoxCUS2_dfffd,True,False,True,True,True,True,False,True,False,False,True,True
d3q19-bgk-cuda,_Z20collide_and_stream_gIL12lattice_type19EEv8lbm_vars5BoxCUddbi,True,True,True,True,True,False,False,True,False,False,False,True
d3q19-bgk-cuda,_Z9find_wallILi19EEvPcS0_Pi5BoxCUi,True,True,False,True,False,False,False,False,False,False,False,False
d3q19-bgk-cuda,_Z9make_flagPcPiS_5BoxCU10outer_walliiii,True,True,False,True,False,False,False,False,False,False,True,True
damage-cuda,_Z14damage_of_nodeiPKiS0_PiPd,True,True,True,True,False,False,False,False,False,False,True,True
damage-cuda,_Z24damage_of_node_optimizediPKiS0_PiPd,True,True,True,True,False,False,False,True,True,False,True,True
damage-omp,_Z14damage_of_nodeiPKiS0_PiPd_l17,True,True,True,True,False,False,False,False,True,False,False,True
damage-omp,_Z24damage_of_node_optimizediiPKiS0_PiPd_l61,True,True,True,True,False,False,False,False,True,False,False,True
dct8x8-cuda,_Z13DCT8x8_kernelPfPKfjjj,True,False,False,True,True,False,False,True,True,False,False,True
dct8x8-cuda,_Z14IDCT8x8_kernelPfPKfjjj,True,True,False,True,True,False,False,True,True,False,True,True
ddbp-cuda,_Z19mapDet2Slice_kernelPdS_dddPKdS1_S1_S1_iii,True,False,True,False,True,False,False,False,False,False,False,False
ddbp-cuda,_Z19rot_detector_kernelPdS_PKdS1_dddi,True,False,False,False,False,False,True,False,False,False,False,False
ddbp-cuda,_Z20map_boudaries_kernelPdiddd,True,True,False,False,False,False,False,False,False,False,False,False
ddbp-cuda,_Z22differentiation_kernelPdPKddddS1_S1_S1_iiiidddddi,True,True,True,False,False,False,True,False,True,False,False,False
ddbp-cuda,_Z22img_integration_kernelPdiibiii,True,True,False,False,False,False,False,False,True,False,False,False
ddbp-cuda,_Z22pad_projections_kernelPdiiii,True,True,False,False,False,False,False,False,False,False,False,True
ddbp-cuda,_Z29bilinear_interpolation_kernelPdPKdS1_S1_S1_S1_iiiiiii,True,True,True,False,False,False,False,False,True,False,False,False
ddbp-omp,_Z19mapDet2Slice_kernelPdS_dddPKdS1_S1_S1_iii_l107,True,False,True,False,True,True,False,False,False,False,False,True
ddbp-omp,_Z20map_boudaries_kernelPdiddd_l68,False,False,False,True,False,False,False,False,False,False,False,True
ddbp-omp,_Z22differentiation_kernelPdPKddddS1_S1_S1_iiiidddddi_l311,True,True,True,True,True,True,True,False,False,False,False,True
ddbp-omp,_Z22img_integration_kernelPdiibiiiiiiiiii_l139,True,True,False,True,False,False,False,False,True,False,False,True
ddbp-omp,_Z29bilinear_interpolation_kernelPdPKdS1_S1_S1_S1_iiiiiii_l217,True,True,True,True,True,False,False,False,True,False,False,True
debayer-cuda,_Z25malvar_he_cutler_demosaicjjPKhjPhji,True,True,False,True,False,False,False,True,True,False,False,False
debayer-omp,_Z25malvar_he_cutler_demosaicjjjjPKhjPhji_l12,True,True,False,True,False,False,False,True,True,False,False,True
degrid-cuda,_Z13degrid_kernelI7double2EvPT_PKS1_mS4_mS4_,True,True,False,True,False,False,False,False,True,False,True,True
dense-embedding-cuda,_Z11dense_esuhmIfEvPKT_S2_PS0_iPKi,True,True,False,False,False,False,False,False,False,False,True,True
dense-embedding-cuda,_Z12dense_esuhm2IfEvPKT_S2_PS0_iPKi,True,False,False,False,False,False,False,False,True,False,True,True
dense-embedding-cuda,_Z12dense_esuhm3IfEvPKT_S2_PS0_iPKi,True,True,False,False,False,False,False,False,True,False,True,True
dense-embedding-omp,main_l101,True,False,False,False,False,False,False,False,True,False,True,True
dense-embedding-omp,main_l128,True,False,False,False,False,False,False,False,True,False,True,True
dense-embedding-omp,main_l154,True,True,False,False,False,False,False,False,True,False,False,True
depixel-cuda,_Z13check_connectPK6float3Pjii,True,True,False,False,True,False,False,True,True,False,True,True
depixel-omp,_Z13check_connectPK6float3Pjii_l59,True,True,False,True,True,False,False,True,True,False,False,True
dispatch-cuda,_Z11EmptyKernelv,False,False,False,False,False,False,False,False,False,False,True,True
distort-cuda,_Z14barrel_distortPK6uchar3PS_PK10Properties,True,True,False,False,True,False,True,True,True,False,True,True
distort-omp,_Z14barrel_distortPK6uchar3PS_PK10Properties_l76,True,True,False,False,True,False,True,True,True,False,False,True
divergence-cuda,_Z10div_kernelPdS_S_S_S_i,True,True,False,False,False,False,False,False,False,True,True,True
divergence-omp,_Z21divergence_sphere_gpuILi4EdEvPKT0_RK10derivativeIXT_ES0_ERK7elementIXT_ES0_EPS0__l77,True,False,False,True,False,False,False,False,False,True,False,True
dp-omp,_Z3dotIdEvmi_l61,False,False,False,False,False,False,False,False,True,False,False,True
dp-omp,_Z3dotIfEvmi_l61,False,False,False,False,False,False,False,False,False,False,False,True
dpid-cuda,_Z14kernelGuidancePK6uchar3PS_6Params,True,True,True,True,False,False,True,True,False,False,False,True
dpid-cuda,_Z18kernelDownsamplingPK6uchar3S1_6ParamsPS_,True,True,True,True,False,False,True,True,True,False,False,True
dslash-cuda,_Z6dslashPK11dsu3_matrixS1_S1_S1_PK11dsu3_vectorPS2_PKmS7_S7_S7_i,True,True,False,True,False,False,False,True,True,False,False,True
dslash-cuda,_Z9make_backPK11dsu3_matrixS1_PKmS3_PS_S4_i,True,True,False,False,False,False,False,True,False,False,False,True
dslash-omp,_Z9dslash_fnRKSt6vectorI11dsu3_vectorSaIS0_EERS2_RKS_I11dsu3_matrixSaIS6_EESA_RS8_SB_PmSC_SC_SC_mm_l64,True,False,False,True,False,False,False,True,True,False,False,False
dslash-omp,_Z9dslash_fnRKSt6vectorI11dsu3_vectorSaIS0_EERS2_RKS_I11dsu3_matrixSaIS6_EESA_RS8_SB_PmSC_SC_SC_mm_l93,True,False,False,True,False,False,False,True,True,False,False,True
dwconv-cuda,_Z31conv_depthwise2d_forward_kernelILi0EffiEv27GenericPackedTensorAccessorIT0_Lm4E17RestrictPtrTraitsiES3_S3_S0_IS1_Lm1ES2_iEbT2_iiiiiiiiiiiiii,True,True,False,False,False,False,False,False,True,False,False,True
dwconv-cuda,_Z31conv_depthwise2d_forward_kernelILi1EffiEv27GenericPackedTensorAccessorIT0_Lm4E17RestrictPtrTraitsiES3_S3_S0_IS1_Lm1ES2_iEbT2_iiiiiiiiiiiiii,True,True,False,False,False,False,False,False,True,False,False,True
dwconv-cuda,_Z31conv_depthwise2d_forward_kernelILi3EffiEv27GenericPackedTensorAccessorIT0_Lm4E17RestrictPtrTraitsiES3_S3_S0_IS1_Lm1ES2_iEbT2_iiiiiiiiiiiiii,True,True,False,False,False,False,False,False,True,False,False,True
dxtc2-cuda,_Z8compressPKjS0_P5uint2i,True,True,True,True,False,False,False,True,False,True,False,True
dxtc2-omp,main_l127,True,True,True,True,True,True,True,True,False,True,False,True
easyWave-cuda,_Z6kernelPfS_iiiiiffi,True,True,True,True,False,False,False,False,False,False,False,False
easyWave-cuda,_Z7kernel2PfPKfS1_S1_S1_iiiiii,True,True,True,True,False,False,False,False,False,True,False,True
easyWave-cuda,_Z7kernel3PfS_iiiii,True,True,False,False,False,False,False,False,False,False,False,True
easyWave-cuda,_Z7kernel4PfPKfS1_S1_S1_PiS2_S2_S2_iif,True,True,False,False,False,False,False,False,False,True,False,True
easyWave-omp,main_l860,True,True,False,True,False,False,True,False,False,True,False,False
easyWave-omp,main_l932,True,True,False,True,True,False,True,False,False,True,False,False
easyWave-omp,main_l947,True,True,False,True,True,True,True,False,False,True,False,False
ecdh-cuda,_Z6k_fastiiiPiS_jii,True,True,False,False,False,False,False,True,False,False,True,True
ecdh-cuda,_Z6k_slowiiiPiS_jii,True,True,False,False,False,False,False,True,False,False,False,True
ecdh-omp,_Z6k_fastiiiPiS_jii_l173,True,True,False,False,False,False,False,True,False,False,False,True
ecdh-omp,_Z6k_slowiiiPiS_jii_l158,True,True,False,False,False,False,False,True,False,False,False,True
eigenvalue-cuda,_Z24calNumEigenValueIntervalPjPKfS1_S1_j,True,True,True,False,False,False,False,True,True,False,False,True
eigenvalue-cuda,_Z25recalculateEigenIntervalsPfPKfPKjS1_S1_jf,True,True,True,False,True,False,False,True,False,False,True,True
eigenvalue-omp,_Z24calNumEigenValueIntervalPjPKfS1_S1_j_l44,True,True,True,False,False,False,False,True,True,False,False,True
eikonal-cuda,_Z10run_solverPKdPKbS0_PdPbPKjiiiij,True,True,True,True,True,False,True,True,False,False,False,True
eikonal-cuda,_Z13run_reductionPKbPbPKjj,True,True,False,True,False,False,False,False,False,False,False,True
eikonal-cuda,_Z18run_check_neighborPKdPKbS0_PdPbPKjiiijj,True,True,True,True,True,False,True,True,False,False,False,True
entropy-cuda,_Z11entropy_optILi16ELi16EEvPfPKcPKfii,True,True,True,False,False,False,True,False,True,False,True,True
entropy-cuda,_Z7entropyPfPKcii,True,True,True,False,False,False,True,False,True,False,True,True
entropy-omp,_Z11entropy_optILi16ELi16EEvPfPKcPKfii_l61,True,True,True,False,False,False,True,False,True,False,True,True
entropy-omp,_Z7entropyPfPKcii_l13,True,True,True,False,False,False,True,False,True,False,False,False
epistasis-cuda,_Z3epiPKjS0_Pfiiiii,True,True,False,False,False,False,True,True,True,False,False,True
epistasis-omp,main_l169,True,True,False,True,False,False,True,True,True,False,False,True
ert-cuda,_Z12block_strideI7__half2Li0EEvjjPT_,True,True,False,True,False,False,False,False,False,False,True,True
ert-cuda,_Z12block_strideIdLi0EEvjjPT_,True,False,False,True,False,False,False,False,False,False,True,True
ert-cuda,_Z12block_strideIfLi0EEvjjPT_,True,True,False,True,False,False,False,False,False,False,True,True
expdist-cuda,_Z17reduce_cross_termIdEvPT_PKS0_iii,True,True,False,True,False,False,False,False,False,False,True,True
expdist-cuda,_Z17reduce_cross_termIfEvPT_PKS0_iii,True,False,False,True,False,False,False,False,False,False,True,True
expdist-cuda,_Z8distanceIdEvPKT_S2_iiS2_S2_PS0_,True,True,True,True,False,False,True,True,False,False,True,True
expdist-cuda,_Z8distanceIfEvPKT_S2_iiS2_S2_PS0_,True,True,True,True,False,False,True,True,False,False,True,True
expdist-omp,_Z14distance_tiledIdLi2EEvPKT_S2_iiS2_S2_PS0__l53,True,True,True,True,True,False,True,True,False,False,False,True
expdist-omp,_Z14distance_tiledIfLi2EEvPKT_S2_iiS2_S2_PS0__l53,True,True,True,True,True,False,True,True,False,False,False,True
expdist-omp,_Z17reduce_cross_termIdET_PKS0_iii_l140,True,False,False,True,False,False,False,False,False,False,False,False
extend2-cuda,_Z14kernel_extend2PKhS0_PKcP4eh_tPcPiS6_S6_S6_S6_S6_iiiiiiiiiii,True,True,True,False,False,False,False,False,False,True,True,True
extrema-cuda,_Z13relextrema_1DIdEviibPKT_Pb,True,True,False,False,False,False,False,True,True,False,False,True
extrema-cuda,_Z13relextrema_1DIfEviibPKT_Pb,True,True,False,False,False,False,False,True,True,False,False,True
extrema-cuda,_Z13relextrema_1DIiEviibPKT_Pb,True,True,False,False,False,False,False,True,True,False,False,True
extrema-cuda,_Z13relextrema_1DIlEviibPKT_Pb,True,True,False,False,False,False,False,True,True,False,False,True
extrema-cuda,_Z13relextrema_2DIdEviiibiPKT_Pb,True,True,False,False,False,False,False,True,True,False,False,True
extrema-cuda,_Z13relextrema_2DIfEviiibiPKT_Pb,True,True,False,False,False,False,False,True,True,False,False,False
extrema-cuda,_Z13relextrema_2DIiEviiibiPKT_Pb,True,True,False,False,False,False,False,True,True,False,False,True
extrema-cuda,_Z13relextrema_2DIlEviiibiPKT_Pb,True,True,False,False,False,False,False,True,True,False,False,False
extrema-omp,_Z7test_1DIdEliibiPKc_l49,True,True,False,False,False,False,False,True,True,False,False,True
extrema-omp,_Z7test_1DIfEliibiPKc_l49,True,True,False,False,False,False,False,True,True,False,False,True
extrema-omp,_Z7test_1DIiEliibiPKc_l49,True,True,False,False,False,False,False,True,True,False,False,True
extrema-omp,_Z7test_1DIlEliibiPKc_l49,True,True,False,False,False,False,False,True,True,False,False,True
