program_name,kernel_mangled_name,gpu,model_name,use_sass,cost_usd
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,3080,GPT OSS,False,0.000619458
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,3080,GPT OSS,True,0.000616022
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,3080,Opus 4.6,False,0.05814
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,3080,Opus 4.6,True,0.08498
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,A10,GPT 5.4,False,0.0166475
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,A10,GPT 5.4,True,0.0237365
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,A10,GPT OSS,False,0.000673564
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,A10,GPT OSS,True,0.000638208
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,A10,Opus 4.6,False,0.058715
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,A10,Opus 4.6,True,0.081805
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,A100,GPT 5.4,False,0.017138
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,A100,GPT 5.4,True,0.023199
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,A100,GPT OSS,False,0.00208785
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,A100,GPT OSS,True,0.000629113
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,A100,Opus 4.6,False,0.060355
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,A100,Opus 4.6,True,0.086415
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,H100,GPT 5.4,False,0.0182305
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,H100,GPT 5.4,True,0.022559
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,H100,GPT OSS,False,0.000565912
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,H100,GPT OSS,True,0.000694367
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,H100,Opus 4.6,False,0.064955
aligned-types-omp,_Z7runTestIjEiPhS0_ii_l196,H100,Opus 4.6,True,0.08608
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,3080,GPT 5.4,False,0.0180725
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,3080,GPT 5.4,True,0.0226665
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,3080,GPT OSS,False,0.000576898
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,3080,GPT OSS,True,0.000621498
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,3080,Opus 4.6,False,0.059435
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,3080,Opus 4.6,True,0.08169
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,A10,GPT 5.4,False,0.0160205
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,A10,GPT 5.4,True,0.0222015
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,A10,GPT OSS,False,0.0021216
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,A10,GPT OSS,True,0.000679594
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,A10,Opus 4.6,False,0.05771
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,A10,Opus 4.6,True,0.08459
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,A100,GPT 5.4,False,0.019238
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,A100,GPT 5.4,True,0.024304
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,A100,GPT OSS,False,0.000643661
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,A100,GPT OSS,True,0.000788869
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,A100,Opus 4.6,False,0.057625
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,A100,Opus 4.6,True,0.08465
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,H100,GPT 5.4,False,0.0176755
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,H100,GPT 5.4,True,0.022464
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,H100,GPT OSS,False,0.0019461
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,H100,GPT OSS,True,0.000706113
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,H100,Opus 4.6,False,0.065725
aligned-types-omp,_Z7runTestItEiPhS0_ii_l196,H100,Opus 4.6,True,0.08539
all-pairs-distance-cuda,_Z2k1PKcPi,3080,GPT 5.4,False,0.0195205
all-pairs-distance-cuda,_Z2k1PKcPi,3080,GPT 5.4,True,0.0310815
all-pairs-distance-cuda,_Z2k1PKcPi,3080,GPT OSS,False,0.0019431
all-pairs-distance-cuda,_Z2k1PKcPi,3080,GPT OSS,True,0.000810446
all-pairs-distance-cuda,_Z2k1PKcPi,3080,Opus 4.6,False,0.061865
all-pairs-distance-cuda,_Z2k1PKcPi,3080,Opus 4.6,True,0.1019
all-pairs-distance-cuda,_Z2k1PKcPi,A10,GPT 5.4,False,0.0188205
all-pairs-distance-cuda,_Z2k1PKcPi,A10,GPT 5.4,True,0.0321215
all-pairs-distance-cuda,_Z2k1PKcPi,A10,GPT OSS,False,0.0012861
all-pairs-distance-cuda,_Z2k1PKcPi,A10,GPT OSS,True,0.00084107
all-pairs-distance-cuda,_Z2k1PKcPi,A10,Opus 4.6,False,0.06631
all-pairs-distance-cuda,_Z2k1PKcPi,A10,Opus 4.6,True,0.10082
all-pairs-distance-cuda,_Z2k1PKcPi,A100,GPT 5.4,False,0.018123
all-pairs-distance-cuda,_Z2k1PKcPi,A100,GPT 5.4,True,0.032544
all-pairs-distance-cuda,_Z2k1PKcPi,A100,GPT OSS,False,0.000578439
all-pairs-distance-cuda,_Z2k1PKcPi,A100,GPT OSS,True,0.000836959
all-pairs-distance-cuda,_Z2k1PKcPi,A100,Opus 4.6,False,0.066075
all-pairs-distance-cuda,_Z2k1PKcPi,A100,Opus 4.6,True,0.09847
all-pairs-distance-cuda,_Z2k1PKcPi,H100,GPT 5.4,False,0.0186755
all-pairs-distance-cuda,_Z2k1PKcPi,H100,GPT 5.4,True,0.031694
all-pairs-distance-cuda,_Z2k1PKcPi,H100,GPT OSS,True,0.000867671
all-pairs-distance-cuda,_Z2k1PKcPi,H100,Opus 4.6,False,0.06725
all-pairs-distance-cuda,_Z2k1PKcPi,H100,Opus 4.6,True,0.09809
all-pairs-distance-cuda,_Z2k2PKcPi,3080,GPT 5.4,False,0.0186055
all-pairs-distance-cuda,_Z2k2PKcPi,3080,GPT 5.4,True,0.033529
all-pairs-distance-cuda,_Z2k2PKcPi,3080,GPT OSS,False,0.0019323
all-pairs-distance-cuda,_Z2k2PKcPi,3080,GPT OSS,True,0.000955273
all-pairs-distance-cuda,_Z2k2PKcPi,3080,Opus 4.6,False,0.06554
all-pairs-distance-cuda,_Z2k2PKcPi,3080,Opus 4.6,True,0.10233
all-pairs-distance-cuda,_Z2k2PKcPi,A10,GPT 5.4,False,0.0186105
all-pairs-distance-cuda,_Z2k2PKcPi,A10,GPT 5.4,True,0.034224
all-pairs-distance-cuda,_Z2k2PKcPi,A10,GPT OSS,False,0.0018933
all-pairs-distance-cuda,_Z2k2PKcPi,A10,Opus 4.6,False,0.06456
all-pairs-distance-cuda,_Z2k2PKcPi,A10,Opus 4.6,True,0.10405
all-pairs-distance-cuda,_Z2k2PKcPi,A100,GPT 5.4,False,0.018168
all-pairs-distance-cuda,_Z2k2PKcPi,A100,GPT 5.4,True,0.0338815
all-pairs-distance-cuda,_Z2k2PKcPi,A100,GPT OSS,False,0.000659189
all-pairs-distance-cuda,_Z2k2PKcPi,A100,Opus 4.6,False,0.062125
all-pairs-distance-cuda,_Z2k2PKcPi,A100,Opus 4.6,True,0.103405
all-pairs-distance-cuda,_Z2k2PKcPi,H100,GPT 5.4,False,0.0178505
all-pairs-distance-cuda,_Z2k2PKcPi,H100,GPT 5.4,True,0.033179
all-pairs-distance-cuda,_Z2k2PKcPi,H100,GPT OSS,False,0.0020832
all-pairs-distance-cuda,_Z2k2PKcPi,H100,GPT OSS,True,0.00291345
all-pairs-distance-cuda,_Z2k2PKcPi,H100,Opus 4.6,False,0.0635
all-pairs-distance-cuda,_Z2k2PKcPi,H100,Opus 4.6,True,0.104045
all-pairs-distance-cuda,_Z2k3PKcPi,3080,GPT 5.4,False,0.0182905
all-pairs-distance-cuda,_Z2k3PKcPi,3080,GPT 5.4,True,0.030009
all-pairs-distance-cuda,_Z2k3PKcPi,3080,GPT OSS,False,0.0016233
all-pairs-distance-cuda,_Z2k3PKcPi,3080,Opus 4.6,False,0.065965
all-pairs-distance-cuda,_Z2k3PKcPi,3080,Opus 4.6,True,0.09718
all-pairs-distance-cuda,_Z2k3PKcPi,A10,GPT 5.4,False,0.0181155
all-pairs-distance-cuda,_Z2k3PKcPi,A10,GPT 5.4,True,0.030464
all-pairs-distance-cuda,_Z2k3PKcPi,A10,GPT OSS,False,0.000547542
all-pairs-distance-cuda,_Z2k3PKcPi,A10,Opus 4.6,False,0.065785
all-pairs-distance-cuda,_Z2k3PKcPi,A10,Opus 4.6,True,0.0971
all-pairs-distance-cuda,_Z2k3PKcPi,A100,GPT 5.4,False,0.019038
all-pairs-distance-cuda,_Z2k3PKcPi,A100,GPT 5.4,True,0.0327215
all-pairs-distance-cuda,_Z2k3PKcPi,A100,GPT OSS,False,0.00182655
all-pairs-distance-cuda,_Z2k3PKcPi,A100,Opus 4.6,False,0.067225
all-pairs-distance-cuda,_Z2k3PKcPi,A100,Opus 4.6,True,0.105405
all-pairs-distance-cuda,_Z2k3PKcPi,H100,GPT 5.4,False,0.0182105
all-pairs-distance-cuda,_Z2k3PKcPi,H100,GPT 5.4,True,0.0327615
all-pairs-distance-cuda,_Z2k3PKcPi,H100,GPT OSS,False,0.001839
all-pairs-distance-cuda,_Z2k3PKcPi,H100,GPT OSS,True,0.0020439
all-pairs-distance-cuda,_Z2k3PKcPi,H100,Opus 4.6,False,0.06375
all-pairs-distance-cuda,_Z2k3PKcPi,H100,Opus 4.6,True,0.11001
all-pairs-distance-omp,main_l150,3080,GPT 5.4,False,0.017358
all-pairs-distance-omp,main_l150,3080,GPT 5.4,True,0.0277065
all-pairs-distance-omp,main_l150,3080,GPT OSS,False,0.00184305
all-pairs-distance-omp,main_l150,3080,Opus 4.6,False,0.06313
all-pairs-distance-omp,main_l150,3080,Opus 4.6,True,0.094195
all-pairs-distance-omp,main_l150,A10,GPT 5.4,False,0.018333
all-pairs-distance-omp,main_l150,A10,GPT 5.4,True,0.0257415
all-pairs-distance-omp,main_l150,A10,GPT OSS,False,0.00124335
all-pairs-distance-omp,main_l150,A10,GPT OSS,True,0.002511
all-pairs-distance-omp,main_l150,A10,Opus 4.6,False,0.059355
all-pairs-distance-omp,main_l150,A10,Opus 4.6,True,0.09617
all-pairs-distance-omp,main_l150,A100,GPT 5.4,False,0.0170955
all-pairs-distance-omp,main_l150,A100,GPT 5.4,True,0.025134
all-pairs-distance-omp,main_l150,A100,GPT OSS,False,0.0019668
all-pairs-distance-omp,main_l150,A100,GPT OSS,True,0.000725427
all-pairs-distance-omp,main_l150,A100,Opus 4.6,False,0.06262
all-pairs-distance-omp,main_l150,A100,Opus 4.6,True,0.09311
all-pairs-distance-omp,main_l150,H100,GPT 5.4,False,0.018788
all-pairs-distance-omp,main_l150,H100,GPT 5.4,True,0.0305965
all-pairs-distance-omp,main_l150,H100,GPT OSS,True,0.0028944
all-pairs-distance-omp,main_l150,H100,Opus 4.6,False,0.06192
all-pairs-distance-omp,main_l150,H100,Opus 4.6,True,0.104005
all-pairs-distance-omp,main_l97,3080,GPT 5.4,False,0.017373
all-pairs-distance-omp,main_l97,3080,GPT 5.4,True,0.0290115
all-pairs-distance-omp,main_l97,3080,GPT OSS,False,0.00215745
all-pairs-distance-omp,main_l97,3080,Opus 4.6,False,0.060955
all-pairs-distance-omp,main_l97,3080,Opus 4.6,True,0.09204
all-pairs-distance-omp,main_l97,A10,GPT 5.4,False,0.017133
all-pairs-distance-omp,main_l97,A10,GPT 5.4,True,0.0288315
all-pairs-distance-omp,main_l97,A10,GPT OSS,False,0.00124875
all-pairs-distance-omp,main_l97,A10,Opus 4.6,False,0.057405
all-pairs-distance-omp,main_l97,A10,Opus 4.6,True,0.09504
all-pairs-distance-omp,main_l97,A100,GPT 5.4,False,0.0170805
all-pairs-distance-omp,main_l97,A100,GPT 5.4,True,0.0291965
all-pairs-distance-omp,main_l97,A100,GPT OSS,False,0.0026034
all-pairs-distance-omp,main_l97,A100,GPT OSS,True,0.000729518
all-pairs-distance-omp,main_l97,A100,Opus 4.6,False,0.06317
all-pairs-distance-omp,main_l97,A100,Opus 4.6,True,0.102415
all-pairs-distance-omp,main_l97,H100,GPT 5.4,False,0.018128
all-pairs-distance-omp,main_l97,H100,GPT 5.4,True,0.032394
all-pairs-distance-omp,main_l97,H100,GPT OSS,True,0.00305295
all-pairs-distance-omp,main_l97,H100,Opus 4.6,False,0.05867
all-pairs-distance-omp,main_l97,H100,Opus 4.6,True,0.104835
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,3080,GPT 5.4,False,0.0723255
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,3080,GPT 5.4,True,0.097489
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,3080,GPT OSS,True,0.002085641
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,3080,Opus 4.6,False,0.220845
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,3080,Opus 4.6,True,0.28835
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,A10,GPT 5.4,False,0.0736205
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,A10,GPT 5.4,True,0.096579
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,A10,GPT OSS,False,0.0060438
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,A10,Opus 4.6,False,0.22073
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,A10,Opus 4.6,True,0.28386
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,A100,GPT 5.4,False,0.071348
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,A100,GPT 5.4,True,0.096384
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,A100,GPT OSS,False,0.001779455
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,A100,GPT OSS,True,0.00713205
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,A100,Opus 4.6,False,0.22707
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,A100,Opus 4.6,True,0.296265
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,H100,GPT 5.4,False,0.0727405
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,H100,GPT 5.4,True,0.0966965
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,H100,GPT OSS,False,0.001570416
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,H100,GPT OSS,True,0.0075942
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,H100,Opus 4.6,False,0.22342
amgmk-cuda,_Z5relaxPKdPKiS2_PdS0_i,H100,Opus 4.6,True,0.29218
amgmk-omp,_Z10test_Relaxv_l258,3080,GPT 5.4,False,0.074078
amgmk-omp,_Z10test_Relaxv_l258,3080,GPT 5.4,True,0.102569
amgmk-omp,_Z10test_Relaxv_l258,3080,GPT OSS,False,0.001536055
amgmk-omp,_Z10test_Relaxv_l258,3080,GPT OSS,True,0.00753165
amgmk-omp,_Z10test_Relaxv_l258,3080,Opus 4.6,False,0.215535
amgmk-omp,_Z10test_Relaxv_l258,3080,Opus 4.6,True,0.29163
amgmk-omp,_Z10test_Relaxv_l258,A10,GPT 5.4,False,0.073763
amgmk-omp,_Z10test_Relaxv_l258,A10,GPT 5.4,True,0.103499
amgmk-omp,_Z10test_Relaxv_l258,A10,GPT OSS,False,0.00607095
amgmk-omp,_Z10test_Relaxv_l258,A10,GPT OSS,True,0.002167949
amgmk-omp,_Z10test_Relaxv_l258,A10,Opus 4.6,False,0.22088
amgmk-omp,_Z10test_Relaxv_l258,A10,Opus 4.6,True,0.298075
amgmk-omp,_Z10test_Relaxv_l258,A100,GPT 5.4,False,0.0718505
amgmk-omp,_Z10test_Relaxv_l258,A100,GPT 5.4,True,0.1034715
amgmk-omp,_Z10test_Relaxv_l258,A100,GPT OSS,False,0.001410406
amgmk-omp,_Z10test_Relaxv_l258,A100,GPT OSS,True,0.002052264
amgmk-omp,_Z10test_Relaxv_l258,A100,Opus 4.6,False,0.21317
amgmk-omp,_Z10test_Relaxv_l258,A100,Opus 4.6,True,0.30351
amgmk-omp,_Z10test_Relaxv_l258,H100,GPT 5.4,False,0.073738
amgmk-omp,_Z10test_Relaxv_l258,H100,GPT 5.4,True,0.104524
amgmk-omp,_Z10test_Relaxv_l258,H100,GPT OSS,False,0.001590487
amgmk-omp,_Z10test_Relaxv_l258,H100,GPT OSS,True,0.002226885
amgmk-omp,_Z10test_Relaxv_l258,H100,Opus 4.6,False,0.20782
amgmk-omp,_Z10test_Relaxv_l258,H100,Opus 4.6,True,0.30354
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,3080,GPT 5.4,False,0.0150655
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,3080,GPT 5.4,True,0.047119
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,3080,GPT OSS,False,0.0012756
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,3080,GPT OSS,True,0.00343725
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,3080,Opus 4.6,False,0.06664
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,3080,Opus 4.6,True,0.141215
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,A10,GPT 5.4,False,0.0135005
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,A10,GPT 5.4,True,0.047009
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,A10,GPT OSS,False,0.000365528
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,A10,GPT OSS,True,0.00367725
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,A10,Opus 4.6,False,0.06448
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,A10,Opus 4.6,True,0.140455
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,A100,GPT 5.4,False,0.014258
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,A100,GPT 5.4,True,0.047329
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,A100,Opus 4.6,False,0.06587
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,A100,Opus 4.6,True,0.14526
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,H100,GPT 5.4,False,0.0141355
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,H100,GPT 5.4,True,0.0465615
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,H100,GPT OSS,True,0.0047757
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,H100,Opus 4.6,False,0.062545
ans-cuda,_Z20phase1_decode_subseqjjjPjPKjP5uint4jjjj,H100,Opus 4.6,True,0.15387
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,3080,GPT 5.4,False,0.0136855
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,3080,GPT 5.4,True,0.0306365
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,3080,GPT OSS,False,0.00032844
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,3080,GPT OSS,True,0.000985548
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,3080,Opus 4.6,False,0.06451
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,3080,Opus 4.6,True,0.102205
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,A10,GPT 5.4,False,0.0138455
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,A10,GPT 5.4,True,0.0296715
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,A10,GPT OSS,False,0.000314272
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,A10,Opus 4.6,False,0.06105
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,A10,Opus 4.6,True,0.099245
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,A100,GPT 5.4,False,0.014435
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,A100,GPT 5.4,True,0.0314815
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,A100,Opus 4.6,False,0.057515
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,A100,Opus 4.6,True,0.11353
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,H100,GPT 5.4,False,0.0143755
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,H100,GPT 5.4,True,0.031254
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,H100,GPT OSS,False,0.00031967
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,H100,Opus 4.6,False,0.059865
ans-cuda,_Z25phase2_synchronise_blocksjjjjPjPKjP5uint4Phjjj,H100,Opus 4.6,True,0.10974
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,3080,GPT 5.4,False,0.014188
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,3080,GPT 5.4,True,0.0316165
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,3080,GPT OSS,False,0.000380807
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,3080,GPT OSS,True,0.000909626
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,3080,Opus 4.6,False,0.067395
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,3080,Opus 4.6,True,0.101525
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,A10,GPT 5.4,False,0.014348
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,A10,GPT 5.4,True,0.0307415
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,A10,GPT OSS,False,0.000287219
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,A10,Opus 4.6,False,0.06511
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,A10,Opus 4.6,True,0.102165
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,A100,GPT 5.4,False,0.0141905
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,A100,GPT 5.4,True,0.0313815
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,A100,GPT OSS,True,0.000812234
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,A100,Opus 4.6,False,0.063275
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,A100,Opus 4.6,True,0.106605
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,H100,GPT 5.4,False,0.013813
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,H100,GPT 5.4,True,0.0315165
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,H100,GPT OSS,False,0.000331187
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,H100,Opus 4.6,False,0.065175
ans-cuda,_Z26phase4_decode_write_outputjjjPjPhjPKjPK5uint4jjjj,H100,Opus 4.6,True,0.10806
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,3080,GPT 5.4,False,0.0141405
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,3080,GPT 5.4,True,0.0184765
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,3080,GPT OSS,False,0.000358552
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,3080,GPT OSS,True,0.000481928
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,3080,Opus 4.6,False,0.06428
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,3080,Opus 4.6,True,0.07097
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,A10,GPT 5.4,False,0.0147025
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,A10,GPT 5.4,True,0.0192215
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,A10,GPT OSS,False,0.000374404
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,A10,GPT OSS,True,0.00050329
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,A10,Opus 4.6,False,0.06247
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,A10,Opus 4.6,True,0.068885
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,A100,GPT 5.4,False,0.01393
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,A100,GPT 5.4,True,0.020789
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,A100,GPT OSS,False,0.000379461
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,A100,GPT OSS,True,0.000568315
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,A100,Opus 4.6,False,0.06376
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,A100,Opus 4.6,True,0.08053
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,H100,GPT 5.4,False,0.0155655
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,H100,GPT 5.4,True,0.0187815
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,H100,GPT OSS,False,0.000390632
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,H100,GPT OSS,True,0.000525196
ans-cuda,_Z47phase3_copy_num_symbols_from_aux_to_sync_pointsjP5uint4PKj,H100,Opus 4.6,False,0.06281
