"source","exePath","kernel_executed","eteProfilerXtime","CC","Kernel Name","traffic","dpAI","spAI","hpAI","dpPerf","spPerf","hpPerf","xtime","Block Size","Grid Size","device","SP_FLOP","DP_FLOP","HP_FLOP","INTOP","intPerf","intAI","targetName","exeArgs","runtime","kernelMangled","kernelName","kernelDemangled","kernelProfiler"
"convolutionSeparable-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/convolutionSeparable","normal",6.072457669000869,8.6,"_Z9conv_rowsPfPKfS1_iii",546275990220.05,0.0,4.255135672962397,0.0,0.0,2324478453268.1924,0.0,981600.0,"(16, 4, 1)","(64, 2048, 1)","NVIDIA GeForce RTX 3080",2281708049.0,0.0,0.0,109051904.0,111096071719.6414,0.20336986012306685,"convolutionSeparable","8192 8192 1000","cuda","_Z9conv_rowsPfPKfS1_iii","conv_rows(float *, const float *, const float *, int, int, int)","conv_rows(float *, const float *, const float *, int, int, int)","conv_rows(float *, const float *, const float *, int, int, int)"
"convolutionSeparable-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/convolutionSeparable","normal",6.072457669000869,8.6,"_Z9conv_colsPfPKfS1_iii",675614386700.85,0.0,4.099214624630062,0.0,0.0,2769488374574.594,0.0,823872.0,"(16, 8, 1)","(512, 128, 1)","NVIDIA GeForce RTX 3080",2281703926.0,0.0,0.0,410583040.0,498357803153.888,0.737636457961562,"convolutionSeparable","8192 8192 1000","cuda","_Z9conv_colsPfPKfS1_iii","conv_cols(float *, const float *, const float *, int, int, int)","conv_cols(float *, const float *, const float *, int, int, int)","conv_cols(float *, const float *, const float *, int, int, int)"
"convolutionSeparable-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/convolutionSeparable","normal",6.228935258999627,8.6,"__omp_offloading_10305_2b80ab6__Z15convolutionRowsPfPKfS1_iii_l43",320845695909.34,0.0,4.254037811215849,0.0,0.0,1364889721964.1946,0.0,1671712.0,"(64, 1, 1)","(131072, 1, 1)","NVIDIA GeForce RTX 3080",2281702526.0,0.0,0.0,293863296.0,175785838709.05994,0.5478828014533533,"convolutionSeparable","8192 8192 1000","omp","__omp_offloading_10305_2b80ab6__Z15convolutionRowsPfPKfS1_iii_l43","__omp_offloading_10305_2b80ab6__Z15convolutionRowsPfPKfS1_iii_l43","Z15convolutionRowsPfPKfS1_iii:l43","__omp_offloading_10305_2b80ab6__Z15convolutionRowsPfPKfS1_iii_l43"
"convolutionSeparable-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/convolutionSeparable","normal",6.228935258999627,8.6,"__omp_offloading_10305_2b80ab6__Z15convolutionRowsPfPKfS1_iii_l43",320358035543.67,0.0,4.253273869528759,0.0,0.0,1362570461471.457,0.0,1674560.0,"(64, 1, 1)","(131072, 1, 1)","NVIDIA GeForce RTX 3080",2281705991.0,0.0,0.0,293863296.0,175486871775.2723,0.5477835805724642,"convolutionSeparable","8192 8192 1000","omp","__omp_offloading_10305_2b80ab6__Z15convolutionRowsPfPKfS1_iii_l43","__omp_offloading_10305_2b80ab6__Z15convolutionRowsPfPKfS1_iii_l43","Z15convolutionRowsPfPKfS1_iii:l43","__omp_offloading_10305_2b80ab6__Z15convolutionRowsPfPKfS1_iii_l43"
"convolutionSeparable-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/convolutionSeparable","not profiled",6.228935258999627,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","convolutionSeparable","8192 8192 1000","omp","__omp_offloading_10305_2b80ab6__Z18convolutionColumnsPfPKfS1_iii_l127","__omp_offloading_10305_2b80ab6__Z18convolutionColumnsPfPKfS1_iii_l127","Z18convolutionColumnsPfPKfS1_iii:l127","__omp_offloading_10305_2b80ab6__Z18convolutionColumnsPfPKfS1_iii_l127"
"cooling-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/cooling","normal",20.057971804000772,8.6,"_Z11cool_kernelidPKdPdi",2575937993.89,98.5553898921256,2.234689414253741,0.0,253872573325.7688,5756421366.72,0.0,5912192.0,"(256, 1, 1)","(3907, 1, 1)","NVIDIA GeForce RTX 3080",34033068.0,1500943397.0,0.0,417173583.0,70561575638.95084,27.392575367233015,"cooling","1000000 1000","cuda","_Z11cool_kernelidPKdPdi","cool_kernel(int, double, const double *, double *, int)","cool_kernel(int, double, const double *, double *, int)","cool_kernel(int, double, const double *, double *, int)"
"cooling-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/cooling","timeout",20.057971804000772,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","cooling","1000000 1000","cuda","__internal_accurate_pow","__internal_accurate_pow","__internal_accurate_pow","__internal_accurate_pow"
"cooling-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/cooling","normal",20.061557823999465,8.6,"__omp_offloading_10305_2b80ad1__Z11cool_kernelidPKdPdi_l111",4598489244.47,53.87688470713289,1.1867569048008466,0.0,247752274851.3008,5457288862.527201,0.0,6231584.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",34007553.0,1543889111.0,0.0,537094569.0,86189092372.0197,18.742914855279484,"cooling","1000000 1000","omp","__omp_offloading_10305_2b80ad1__Z11cool_kernelidPKdPdi_l111","__omp_offloading_10305_2b80ad1__Z11cool_kernelidPKdPdi_l111","Z11cool_kernelidPKdPdi:l111","__omp_offloading_10305_2b80ad1__Z11cool_kernelidPKdPdi_l111"
"coordinates-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/coordinates","not profiled",6.619268279000607,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","coordinates","10000000 1000","cuda","__internal_trig_reduction_slowpathd","__internal_trig_reduction_slowpathd","__internal_trig_reduction_slowpathd","__internal_trig_reduction_slowpathd"
"coordinates-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/coordinates","not profiled",6.619268279000607,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","coordinates","10000000 1000","cuda","_ZN3cub1-4","_ZN3cub1-4","_ZN3cub1-4","_ZN3cub1-4"
"coordinates-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/coordinates","not profiled",6.619268279000607,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","coordinates","10000000 1000","cuda","_ZN3cub1-5","_ZN3cub1-5","_ZN3cub1-5","_ZN3cub1-5"
"coordinates-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/coordinates","not profiled",6.619268279000607,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","coordinates","10000000 1000","cuda","_ZN3cub1-6","_ZN3cub1-6","_ZN3cub1-6","_ZN3cub1-6"
"coordinates-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/coordinates","not profiled",6.619268279000607,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","coordinates","10000000 1000","cuda","_ZN3cub1-7","_ZN3cub1-7","_ZN3cub1-7","_ZN3cub1-7"
"crc64-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/crc64","normal",3.6843115800002124,8.6,"_Z12crc64_kernelPmS_PKhPKmS3_mi",79360931193.09,0.0,0.0,0.0,0.0,0.0,0.0,681792.0,"(64, 1, 1)","(384, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,282617497.0,414521579895.3346,5.223244909850897,"crc64","10 5 33554432","cuda","_Z12crc64_kernelPmS_PKhPKmS3_mi","crc64_kernel(unsigned long *, unsigned long *, const unsigned char *, const unsigned long *, const unsigned long *, unsigned long, int)","crc64_kernel(unsigned long *, unsigned long *, const unsigned char *, const unsigned long *, const unsigned long *, unsigned long, int)","crc64_kernel(unsigned long *, unsigned long *, const unsigned char *, const unsigned long *, const unsigned long *, unsigned long, int)"
"crc64-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/crc64","normal",3.721308353000495,8.6,"__omp_offloading_10305_2b80af5_crc64_omp_l1428",90186085675.19,0.0,0.0,0.0,0.0,0.0,0.0,608064.0,"(64, 1, 1)","(384, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,180318346.0,296545011709.2937,3.288145942793397,"crc64","10 5 33554432","omp","__omp_offloading_10305_2b80af5_crc64_omp_l1428","__omp_offloading_10305_2b80af5_crc64_omp_l1428","omp_offloading_10305_2b80af5_crc64_omp:l1428","__omp_offloading_10305_2b80af5_crc64_omp_l1428"
"cross-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/cross","normal",4.166823970001133,8.6,"_Z12cross_kernelIfiEviPT_PKS0_S3_T0_S4_S4_",688759170653.91,0.0,0.25048918981828133,0.0,0.0,172526726637.0093,0.0,521664.0,"(256, 1, 1)","(39063, 1, 1)","NVIDIA GeForce RTX 3080",90000982.0,0.0,0.0,300000256.0,575083302662.25,0.8349555652613151,"cross","10000000 100","cuda","_Z12cross_kernelIfiEviPT_PKS0_S3_T0_S4_S4_","void cross_kernel<float, int>(int, T1 *, const T1 *, const T1 *, T2, T2, T2)","void cross_kernel<float, int>(int, T1 *, const T1 *, const T1 *, T2, T2, T2)","void cross_kernel<float, int>(int, T1 *, const T1 *, const T1 *, T2, T2, T2)"
"cross-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/cross","normal",4.166823970001133,8.6,"_Z13cross2_kernelIfiEviPT_PKS0_S3_T0_S4_S4_",690904460166.1,0.0,0.2504176543020522,0.0,0.0,173014674261.62042,0.0,520160.0,"(256, 1, 1)","(39063, 1, 1)","NVIDIA GeForce RTX 3080",89995312.0,0.0,0.0,140000256.0,269148446631.8056,0.3895595732108891,"cross","10000000 100","cuda","_Z13cross2_kernelIfiEviPT_PKS0_S3_T0_S4_S4_","void cross2_kernel<float, int>(int, T1 *, const T1 *, const T1 *, T2, T2, T2)","void cross2_kernel<float, int>(int, T1 *, const T1 *, const T1 *, T2, T2, T2)","void cross2_kernel<float, int>(int, T1 *, const T1 *, const T1 *, T2, T2, T2)"
"cross-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/cross","normal",4.166823970001133,8.6,"_Z13cross3_kernelIfEviPT_PKS0_S3_",689043008773.54,0.0,0.25041634353827424,0.0,0.0,172547630797.6809,0.0,521568.0,"(256, 1, 1)","(39063, 1, 1)","NVIDIA GeForce RTX 3080",89995322.0,0.0,0.0,80000256.0,153384133995.95065,0.2226045864233733,"cross","10000000 100","cuda","_Z13cross3_kernelIfEviPT_PKS0_S3_","void cross3_kernel<float>(int, T1 *, const T1 *, const T1 *)","void cross3_kernel<float>(int, T1 *, const T1 *, const T1 *)","void cross3_kernel<float>(int, T1 *, const T1 *, const T1 *)"
"cross-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/cross","normal",4.166823970001133,8.6,"_Z12cross_kernelIdiEviPT_PKS0_S3_T0_S4_S4_",691945852818.11,0.12506090272569687,0.0,0.0,86535372990.73502,0.0,0.0,1040128.0,"(256, 1, 1)","(39063, 1, 1)","NVIDIA GeForce RTX 3080",0.0,90007864.0,0.0,310000256.0,298040487324.63696,0.4307280491830364,"cross","10000000 100","cuda","_Z12cross_kernelIdiEviPT_PKS0_S3_T0_S4_S4_","void cross_kernel<double, int>(int, T1 *, const T1 *, const T1 *, T2, T2, T2)","void cross_kernel<double, int>(int, T1 *, const T1 *, const T1 *, T2, T2, T2)","void cross_kernel<double, int>(int, T1 *, const T1 *, const T1 *, T2, T2, T2)"
"cross-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/cross","normal",4.166823970001133,8.6,"_Z13cross2_kernelIdiEviPT_PKS0_S3_T0_S4_S4_",690656231777.31,0.12499005478002696,0.0,0.0,86325160244.01299,0.0,0.0,1042656.0,"(256, 1, 1)","(39063, 1, 1)","NVIDIA GeForce RTX 3080",0.0,90007446.0,0.0,140000256.0,134272718902.49515,0.19441324457025824,"cross","10000000 100","cuda","_Z13cross2_kernelIdiEviPT_PKS0_S3_T0_S4_S4_","void cross2_kernel<double, int>(int, T1 *, const T1 *, const T1 *, T2, T2, T2)","void cross2_kernel<double, int>(int, T1 *, const T1 *, const T1 *, T2, T2, T2)","void cross2_kernel<double, int>(int, T1 *, const T1 *, const T1 *, T2, T2, T2)"
"cross-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/cross","normal",4.166823970001133,8.6,"_Z13cross3_kernelIdEviPT_PKS0_S3_",690617878192.53,0.1250134640827974,0.0,0.0,86336533310.3596,0.0,0.0,1042432.0,"(256, 1, 1)","(39063, 1, 1)","NVIDIA GeForce RTX 3080",0.0,89999965.0,0.0,80000256.0,76743860510.8055,0.11112347787992087,"cross","10000000 100","cuda","_Z13cross3_kernelIdEviPT_PKS0_S3_","void cross3_kernel<double>(int, T1 *, const T1 *, const T1 *)","void cross3_kernel<double>(int, T1 *, const T1 *, const T1 *)","void cross3_kernel<double>(int, T1 *, const T1 *, const T1 *)"
"cross-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/cross","normal",4.299259214001722,8.6,"__omp_offloading_10305_2b80b12__Z12cross_kernelIfiEviPT_PKS0_S3_T0_S4_S4__l21",683562340347.89,0.0,0.2502471666245272,0.0,0.0,171059538883.2902,0.0,526144.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",90001950.0,0.0,0.0,382158615.0,726338445368.5684,1.0625782061061293,"cross","10000000 100","omp","__omp_offloading_10305_2b80b12__Z12cross_kernelIfiEviPT_PKS0_S3_T0_S4_S4__l21","__omp_offloading_10305_2b80b12__Z12cross_kernelIfiEviPT_PKS0_S3_T0_S4_S4__l21","Z12cross_kernelIfiEviPT_PKS0_S3_T0_S4_S4_:l21","__omp_offloading_10305_2b80b12__Z12cross_kernelIfiEviPT_PKS0_S3_T0_S4_S4__l21"
"cross-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/cross","normal",4.299259214001722,8.6,"__omp_offloading_10305_2b80b12__Z13cross2_kernelIfiEviPT_PKS0_S3_T0_S4_S4__l52",679221893312.39,0.0,0.25014444308035705,0.0,0.0,169903582230.6135,0.0,529696.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",89997247.0,0.0,0.0,382158615.0,721467813613.8463,1.0621975244281863,"cross","10000000 100","omp","__omp_offloading_10305_2b80b12__Z13cross2_kernelIfiEviPT_PKS0_S3_T0_S4_S4__l52","__omp_offloading_10305_2b80b12__Z13cross2_kernelIfiEviPT_PKS0_S3_T0_S4_S4__l52","Z13cross2_kernelIfiEviPT_PKS0_S3_T0_S4_S4_:l52","__omp_offloading_10305_2b80b12__Z13cross2_kernelIfiEviPT_PKS0_S3_T0_S4_S4__l52"
"cross-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/cross","normal",4.299259214001722,8.6,"__omp_offloading_10305_2b80b12__Z13cross3_kernelIfEviPT_PKS0_S3__l84",681224747015.69,0.0,0.25016460352445025,0.0,0.0,170418318748.224,0.0,528096.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",89997232.0,0.0,0.0,229831424.0,435207659213.4763,0.6388606126245919,"cross","10000000 100","omp","__omp_offloading_10305_2b80b12__Z13cross3_kernelIfEviPT_PKS0_S3__l84","__omp_offloading_10305_2b80b12__Z13cross3_kernelIfEviPT_PKS0_S3__l84","Z13cross3_kernelIfEviPT_PKS0_S3_:l84","__omp_offloading_10305_2b80b12__Z13cross3_kernelIfEviPT_PKS0_S3__l84"
"cross-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/cross","normal",4.299259214001722,8.6,"__omp_offloading_10305_2b80b12__Z12cross_kernelIdiEviPT_PKS0_S3_T0_S4_S4__l21",677973670733.54,0.12497512060590842,0.0,0.0,84729841267.55461,0.0,0.0,1062240.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",0.0,90003426.0,0.0,382158615.0,359766733506.5522,0.5306500075693192,"cross","10000000 100","omp","__omp_offloading_10305_2b80b12__Z12cross_kernelIdiEviPT_PKS0_S3_T0_S4_S4__l21","__omp_offloading_10305_2b80b12__Z12cross_kernelIdiEviPT_PKS0_S3_T0_S4_S4__l21","Z12cross_kernelIdiEviPT_PKS0_S3_T0_S4_S4_:l21","__omp_offloading_10305_2b80b12__Z12cross_kernelIdiEviPT_PKS0_S3_T0_S4_S4__l21"
"cross-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/cross","normal",4.299259214001722,8.6,"__omp_offloading_10305_2b80b12__Z13cross2_kernelIdiEviPT_PKS0_S3_T0_S4_S4__l52",679180734526.36,0.12495105119157543,0.0,0.0,84864346728.13501,0.0,0.0,1060384.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",0.0,89988795.0,0.0,382158615.0,360396436573.92035,0.5306340687434986,"cross","10000000 100","omp","__omp_offloading_10305_2b80b12__Z13cross2_kernelIdiEviPT_PKS0_S3_T0_S4_S4__l52","__omp_offloading_10305_2b80b12__Z13cross2_kernelIdiEviPT_PKS0_S3_T0_S4_S4__l52","Z13cross2_kernelIdiEviPT_PKS0_S3_T0_S4_S4_:l52","__omp_offloading_10305_2b80b12__Z13cross2_kernelIdiEviPT_PKS0_S3_T0_S4_S4__l52"
"cross-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/cross","normal",4.299259214001722,8.6,"__omp_offloading_10305_2b80b12__Z13cross3_kernelIdEviPT_PKS0_S3__l84",659461222627.74,0.12161730502465672,0.0,0.0,80201896664.2509,0.0,0.0,1122304.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",0.0,90010909.0,0.0,229831424.0,204785355839.41608,0.31053434047784123,"cross","10000000 100","omp","__omp_offloading_10305_2b80b12__Z13cross3_kernelIdEviPT_PKS0_S3__l84","__omp_offloading_10305_2b80b12__Z13cross3_kernelIdEviPT_PKS0_S3__l84","Z13cross3_kernelIdEviPT_PKS0_S3_:l84","__omp_offloading_10305_2b80b12__Z13cross3_kernelIdEviPT_PKS0_S3__l84"
"crossEntropy-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/crossEntropy","normal",12.288161780999872,8.6,"_Z8loss_bwdI6__halfS0_EvPKT_PKT0_S6_PKlS3_S8_PS4_",616330102994.22,0.0,0.79795014910979,4.014310213851484,0.0,491800697585.0901,2474140227553.8345,736352.0,"(64, 1, 1)","(137, 128, 1)","NVIDIA GeForce RTX 3080",362138427.0,0.0,1821838104.0,203429888.0,276267176567.72845,0.4482454697987051,"crossEntropy","100","cuda","_Z8loss_bwdI6__halfS0_EvPKT_PKT0_S6_PKlS3_S8_PS4_","void loss_bwd<__half, __half>(const T1 *, const T2 *, const T2 *, const long *, const T1 *, const long *, T2 *)","void loss_bwd<__half, __half>(const T1 *, const T2 *, const T2 *, const long *, const T1 *, const long *, T2 *)","void loss_bwd<__half, __half>(const T1 *, const T2 *, const T2 *, const long *, const T1 *, const long *, T2 *)"
"crossEntropy-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/crossEntropy","normal",12.288161780999872,8.6,"_Z8loss_bwdIffEvPKT_PKT0_S5_PKlS2_S7_PS3_",619009674329.5,0.0,0.33105951144440765,0.0,0.0,204929040362.88617,0.0,1336320.0,"(64, 1, 1)","(137, 128, 1)","NVIDIA GeForce RTX 3080",273850775.0,0.0,0.0,108425728.0,81137547892.7203,0.13107638096384683,"crossEntropy","100","cuda","_Z8loss_bwdIffEvPKT_PKT0_S5_PKlS2_S7_PS3_","void loss_bwd<float, float>(const T1 *, const T2 *, const T2 *, const long *, const T1 *, const long *, T2 *)","void loss_bwd<float, float>(const T1 *, const T2 *, const T2 *, const long *, const T1 *, const long *, T2 *)","void loss_bwd<float, float>(const T1 *, const T2 *, const T2 *, const long *, const T1 *, const long *, T2 *)"
"crossEntropy-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/crossEntropy","normal",12.288161780999872,8.6,"_Z8loss_bwdIddEvPKT_PKT0_S5_PKlS2_S7_PS3_",154046648055.47,1.77356957633721,0.05906913850364232,0.0,273212448327.90723,9099402790.0104,0.0,9949568.0,"(64, 1, 1)","(137, 128, 1)","NVIDIA GeForce RTX 3080",90535126.0,2718345833.0,0.0,281668608.0,28309631935.778515,0.1837731121912151,"crossEntropy","100","cuda","_Z8loss_bwdIddEvPKT_PKT0_S5_PKlS2_S7_PS3_","void loss_bwd<double, double>(const T1 *, const T2 *, const T2 *, const long *, const T1 *, const long *, T2 *)","void loss_bwd<double, double>(const T1 *, const T2 *, const T2 *, const long *, const T1 *, const long *, T2 *)","void loss_bwd<double, double>(const T1 *, const T2 *, const T2 *, const long *, const T1 *, const long *, T2 *)"
"crs-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/crs","normal",6.672185633999106,8.6,"_Z27gcrs_m_1_w_4_coding_dotprodiiPKlPlPKji",305640287769.78,0.0,0.0,0.0,0.0,0.0,0.0,4448.0,"(128, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,6291456.0,1414446043165.4675,4.627812823651319,"crs","1 1","cuda","_Z27gcrs_m_1_w_4_coding_dotprodiiPKlPlPKji","gcrs_m_1_w_4_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_1_w_4_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_1_w_4_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)"
"crs-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/crs","normal",6.672185633999106,8.6,"_Z27gcrs_m_1_w_5_coding_dotprodiiPKlPlPKji",297737931034.48,0.0,0.0,0.0,0.0,0.0,0.0,4640.0,"(128, 1, 1)","(1093, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,6973462.0,1502901293103.4482,5.047732036968452,"crs","1 1","cuda","_Z27gcrs_m_1_w_5_coding_dotprodiiPKlPlPKji","gcrs_m_1_w_5_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_1_w_5_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_1_w_5_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)"
"crs-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/crs","normal",6.672185633999106,8.6,"_Z27gcrs_m_1_w_6_coding_dotprodiiPKlPlPKji",278987012987.01,0.0,0.0,0.0,0.0,0.0,0.0,4928.0,"(128, 1, 1)","(1093, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,7891044.0,1601267045454.5454,5.739575574899978,"crs","1 1","cuda","_Z27gcrs_m_1_w_6_coding_dotprodiiPKlPlPKji","gcrs_m_1_w_6_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_1_w_6_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_1_w_6_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)"
"crs-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/crs","normal",6.672185633999106,8.6,"_Z27gcrs_m_1_w_7_coding_dotprodiiPKlPlPKji",283973856209.15,0.0,0.0,0.0,0.0,0.0,0.0,4896.0,"(128, 1, 1)","(1171, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,8576748.0,1751786764705.8823,6.168831131467508,"crs","1 1","cuda","_Z27gcrs_m_1_w_7_coding_dotprodiiPKlPlPKji","gcrs_m_1_w_7_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_1_w_7_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_1_w_7_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)"
"crs-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/crs","normal",6.672185633999106,8.6,"_Z27gcrs_m_1_w_8_coding_dotprodiiPKlPlPKji",277153846153.85,0.0,0.0,0.0,0.0,0.0,0.0,4992.0,"(128, 1, 1)","(1025, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,8783232.0,1759461538461.5383,6.348320843741239,"crs","1 1","cuda","_Z27gcrs_m_1_w_8_coding_dotprodiiPKlPlPKji","gcrs_m_1_w_8_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_1_w_8_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_1_w_8_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)"
"crs-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/crs","normal",6.672185633999106,8.6,"_Z27gcrs_m_2_w_4_coding_dotprodiiPKlPlPKji",426326359832.64,0.0,0.0,0.0,0.0,0.0,0.0,7648.0,"(128, 1, 1)","(1025, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,17828304.0,2331106694560.6694,5.467892474384591,"crs","1 1","cuda","_Z27gcrs_m_2_w_4_coding_dotprodiiPKlPlPKji","gcrs_m_2_w_4_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_2_w_4_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_2_w_4_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)"
"crs-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/crs","normal",6.672185633999106,8.6,"_Z27gcrs_m_2_w_5_coding_dotprodiiPKlPlPKji",426432000000.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,"(128, 1, 1)","(1093, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,19821032.0,2477628999999.9995,5.810138544949721,"crs","1 1","cuda","_Z27gcrs_m_2_w_5_coding_dotprodiiPKlPlPKji","gcrs_m_2_w_5_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_2_w_5_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_2_w_5_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)"
"crs-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/crs","normal",6.672185633999106,8.6,"_Z27gcrs_m_2_w_6_coding_dotprodiiPKlPlPKji",452600790513.83,0.0,0.0,0.0,0.0,0.0,0.0,8096.0,"(128, 1, 1)","(1093, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,22836786.0,2820749258893.281,6.232311825374701,"crs","1 1","cuda","_Z27gcrs_m_2_w_6_coding_dotprodiiPKlPlPKji","gcrs_m_2_w_6_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_2_w_6_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","gcrs_m_2_w_6_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)"
