Kernel Name,device,codenmae,exeArgs,source,sample,model_type,Demangled Name,lines_of_code,opcode_IMAD,opcode_MOV,opcode_BRA,opcode_ISETP,opcode_IADD3,opcode_LDG,opcode_LEA,opcode_FSETP,opcode_BSSY,opcode_BSYNC,opcode_SHF,opcode_LDS,opcode_STG,opcode_SEL,opcode_BREAK,opcode_NOP,opcode_FSEL,opcode_STS,opcode_BAR,opcode_S2R,opcode_PRMT,opcode_EXIT,opcode_LOP3,opcode_FMUL,opcode_IMNMX,opcode_CALL,opcode_ULDC,opcode_FADD,opcode_HFMA2,opcode_LDC,opcode_UMOV,opcode_UIADD3,opcode_S2UR,opcode_ULEA,opcode_UIMAD,opcode_R2UR,opcode_UISETP,opcode_USHF,opcode_VIADD,opcode_USEL,opcode_PLOP3,opcode_FFMA,opcode_F2I,opcode_FCHK,opcode_FRND,opcode_P2R,opcode_I2FP,opcode_I2F,opcode_ULOP3,opcode_YIELD,opcode_WARPSYNC,opcode_DADD,opcode_MUFU,opcode_VIADDMNMX,opcode_SHFL,opcode_ATOMG,opcode_VOTE,opcode_ENDCOLLECTIVE,opcode_DFMA,opcode_DMUL,opcode_CS2R,opcode_ATOMS,opcode_REDUX,opcode_UFLO,opcode_VOTEU,opcode_IABS,opcode_HMMA,opcode_DSETP,opcode_R2P,opcode_F2F,opcode_LD,opcode_ST,opcode_LDL,opcode_STL,opcode_BMOV,opcode_RET,opcode_VIMNMX,opcode_FMNMX,opcode_VIMNMX3,opcode_UP2UR,opcode_POPC,opcode_UPRMT,opcode_FLO,opcode_FSET,opcode_HADD2,opcode_F2FP,opcode_HMUL2,opcode_HSET2,opcode_BRX,opcode_DEPBAR,opcode_VABSDIFF4,opcode_BREV,opcode_UBREV,opcode_HMNMX2,opcode_HSETP2,opcode_UPLOP3,opcode_CCTL,opcode_ERRBAR,opcode_MEMBAR,opcode_CGAERRBAR,opcode_B2R,opcode_UPOPC,opcode_SGXT,opcode_MATCH,opcode_ATOM,opcode_QSPC,opcode_NANOSLEEP,opcode_USGXT,opcode_BRXU,opcode_F2IP
_Z16kernel_redenergyIfEvPKiiPT_S1_f,A10,metropolis,-l 32 11 -t 4.7 0.1 -a 10 2 2000 10 -h 1.0 -z 7919,metropolis-cuda,1,cuda,"void kernel_redenergy<float>(const int *, int, T1 *, const int *, float)",152,27.0,23.0,6,6.0,7.0,5.0,2.0,,1.0,1.0,3.0,1.0,,3.0,,15,,1.0,1.0,6.0,,2.0,1.0,1.0,,5.0,3.0,14.0,,,,,,,2.0,,,1.0,,,,1.0,,,,,3.0,,,,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16kernel_redenergyIfEvPKiiPT_S1_f,A100,metropolis,-l 32 11 -t 4.7 0.1 -a 10 2 2000 10 -h 1.0 -z 7919,metropolis-cuda,1,cuda,"void kernel_redenergy<float>(const int *, int, T1 *, const int *, float)",152,27.0,20.0,6,6.0,7.0,5.0,2.0,,1.0,1.0,3.0,1.0,,3.0,,15,,1.0,1.0,6.0,,2.0,1.0,1.0,,5.0,3.0,14.0,3.0,,,,,,2.0,,,1.0,,,,1.0,,,,,,3.0,,,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16kernel_redenergyIfEvPKiiPT_S1_f,H100,metropolis,-l 32 11 -t 4.7 0.1 -a 10 2 2000 10 -h 1.0 -z 7919,metropolis-cuda,1,cuda,"void kernel_redenergy<float>(const int *, int, T1 *, const int *, float)",160,23.0,7.0,5,6.0,6.0,5.0,4.0,,2.0,2.0,3.0,1.0,,3.0,,10,,1.0,1.0,7.0,,2.0,1.0,1.0,,,6.0,15.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,1.0,,,,,3.0,,,,5.0,,,,15.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16log_probs_kernelIfEvPfPKT_PKiS5_iiii,3080,logprob,100 128 60000 100,logprob-cuda,1,cuda,"void log_probs_kernel<float>(float *, const T1 *, const int *, const int *, int, int, int, int)",144,8.0,8.0,5,6.0,7.0,5.0,9.0,1.0,2.0,2.0,3.0,4.0,1.0,,,14,,3.0,3.0,3.0,,4.0,3.0,2.0,,,1.0,14.0,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,2.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16log_probs_kernelIfEvPfPKT_PKiS5_iiii,A10,logprob,100 128 60000 100,logprob-cuda,1,cuda,"void log_probs_kernel<float>(float *, const T1 *, const int *, const int *, int, int, int, int)",144,8.0,8.0,5,6.0,7.0,5.0,9.0,1.0,2.0,2.0,3.0,4.0,1.0,,,14,,3.0,3.0,3.0,,4.0,3.0,2.0,,,1.0,14.0,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,2.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16log_probs_kernelIfEvPfPKT_PKiS5_iiii,A100,logprob,100 128 60000 100,logprob-cuda,1,cuda,"void log_probs_kernel<float>(float *, const T1 *, const int *, const int *, int, int, int, int)",144,8.0,5.0,5,6.0,7.0,5.0,9.0,1.0,2.0,2.0,3.0,4.0,1.0,,,14,,3.0,3.0,3.0,,4.0,3.0,2.0,,,1.0,14.0,3.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,2.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16log_probs_kernelIfEvPfPKT_PKiS5_iiii,H100,logprob,100 128 60000 100,logprob-cuda,1,cuda,"void log_probs_kernel<float>(float *, const T1 *, const int *, const int *, int, int, int, int)",192,12.0,10.0,7,6.0,6.0,5.0,13.0,1.0,4.0,4.0,3.0,4.0,1.0,,,9,,3.0,3.0,6.0,,4.0,3.0,2.0,,,6.0,14.0,2.0,7.0,8.0,4.0,4.0,4.0,,,,,1.0,,,1.0,,,,,2.0,,,,,,2.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16pair_HMM_forwardiiPA41_A4_A2_KdPA4_A2_A3_S_S3_PA2_S1_PS0_PA41_A4_A2_d,3080,phmm,1000,phmm-cuda,1,cuda,"pair_HMM_forward(int, int, const double (*)[41][4][2], const double (*)[4][2][3], const double (*)[41][4][2], const double (*)[2][4][2], const double (*)[2], double (*)[41][4][2])",168,27.0,8.0,3,5.0,5.0,24.0,2.0,,,,2.0,15.0,4.0,,,9,,7.0,5.0,2.0,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,10.0,9.0,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16pair_HMM_forwardiiPA41_A4_A2_KdPA4_A2_A3_S_S3_PA2_S1_PS0_PA41_A4_A2_d,A10,phmm,1000,phmm-cuda,1,cuda,"pair_HMM_forward(int, int, const double (*)[41][4][2], const double (*)[4][2][3], const double (*)[41][4][2], const double (*)[2][4][2], const double (*)[2], double (*)[41][4][2])",168,27.0,8.0,3,5.0,5.0,24.0,2.0,,,,2.0,15.0,4.0,,,9,,7.0,5.0,2.0,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,10.0,9.0,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16pair_HMM_forwardiiPA41_A4_A2_KdPA4_A2_A3_S_S3_PA2_S1_PS0_PA41_A4_A2_d,A100,phmm,1000,phmm-cuda,1,cuda,"pair_HMM_forward(int, int, const double (*)[41][4][2], const double (*)[4][2][3], const double (*)[41][4][2], const double (*)[2][4][2], const double (*)[2], double (*)[41][4][2])",168,27.0,7.0,3,5.0,5.0,24.0,2.0,,,,2.0,15.0,4.0,,,9,,7.0,5.0,2.0,,4.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,10.0,9.0,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16pair_HMM_forwardiiPA41_A4_A2_KdPA4_A2_A3_S_S3_PA2_S1_PS0_PA41_A4_A2_d,H100,phmm,1000,phmm-cuda,1,cuda,"pair_HMM_forward(int, int, const double (*)[41][4][2], const double (*)[4][2][3], const double (*)[41][4][2], const double (*)[2][4][2], const double (*)[2], double (*)[41][4][2])",192,29.0,5.0,3,5.0,7.0,24.0,14.0,,,,,15.0,4.0,,,9,,7.0,5.0,3.0,,4.0,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,10.0,9.0,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16qdq_mxfp4_kernelI13__nv_bfloat16Lj8ELj7ELj127ELt32ELt65408EEvPKT_PS1_,3080,mxfp4,536870912 100,mxfp4-cuda,1,cuda,"void qdq_mxfp4_kernel<__nv_bfloat16, (unsigned int)8, (unsigned int)7, (unsigned int)127, (unsigned short)32, (unsigned short)65408>(const T1 *, T1 *)",176,16.0,4.0,2,15.0,10.0,1.0,3.0,7.0,1.0,1.0,5.0,,1.0,6.0,,8,1.0,,,2.0,13.0,1.0,10.0,11.0,6.0,,1.0,8.0,2.0,,,,,,,,,,,,,20.0,2.0,,2.0,,1.0,,,,,,2.0,,5.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,5.0,,,,,,,,,,,,,,,,
_Z16qdq_mxfp4_kernelI6__halfLj5ELj10ELj15ELt256ELt64512EEvPKT_PS1_,3080,mxfp4,536870912 100,mxfp4-cuda,1,cuda,"void qdq_mxfp4_kernel<__half, (unsigned int)5, (unsigned int)10, (unsigned int)15, (unsigned short)256, (unsigned short)64512>(const T1 *, T1 *)",176,16.0,4.0,2,15.0,10.0,1.0,3.0,4.0,1.0,1.0,5.0,,1.0,8.0,,8,1.0,,,2.0,7.0,1.0,11.0,7.0,6.0,,1.0,7.0,2.0,,,,,,,,,,,,1.0,21.0,2.0,,2.0,,1.0,,,,,,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,,,,,,,5.0,4.0,,,,,,,,,,,,,,,
_Z16qdq_mxfp4_kernelI6__halfLj5ELj10ELj15ELt256ELt64512EEvPKT_PS1_,A10,mxfp4,536870912 100,mxfp4-cuda,1,cuda,"void qdq_mxfp4_kernel<__half, (unsigned int)5, (unsigned int)10, (unsigned int)15, (unsigned short)256, (unsigned short)64512>(const T1 *, T1 *)",176,16.0,4.0,2,15.0,10.0,1.0,3.0,4.0,1.0,1.0,5.0,,1.0,8.0,,8,1.0,,,2.0,7.0,1.0,11.0,7.0,6.0,,1.0,7.0,2.0,,,,,,,,,,,,1.0,21.0,2.0,,2.0,,1.0,,,,,,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,,,,,,,5.0,4.0,,,,,,,,,,,,,,,
_Z16qdq_mxfp4_kernelI6__halfLj5ELj10ELj15ELt256ELt64512EEvPKT_PS1_,A100,mxfp4,536870912 100,mxfp4-cuda,1,cuda,"void qdq_mxfp4_kernel<__half, (unsigned int)5, (unsigned int)10, (unsigned int)15, (unsigned short)256, (unsigned short)64512>(const T1 *, T1 *)",176,16.0,2.0,2,15.0,10.0,1.0,3.0,4.0,1.0,1.0,5.0,,1.0,8.0,,8,1.0,,,2.0,7.0,1.0,11.0,7.0,6.0,,1.0,7.0,4.0,,,,,,,,,,,,1.0,21.0,2.0,,2.0,,,1.0,,,,,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,,,,,,,5.0,4.0,,,,,,,,,,,,,,,
_Z16qdq_mxfp4_kernelI6__halfLj5ELj10ELj15ELt256ELt64512EEvPKT_PS1_,H100,mxfp4,536870912 100,mxfp4-cuda,1,cuda,"void qdq_mxfp4_kernel<__half, (unsigned int)5, (unsigned int)10, (unsigned int)15, (unsigned short)256, (unsigned short)64512>(const T1 *, T1 *)",184,16.0,1.0,2,15.0,3.0,1.0,3.0,4.0,1.0,1.0,5.0,,1.0,8.0,,15,1.0,,,2.0,7.0,1.0,11.0,7.0,,,3.0,7.0,4.0,2.0,,,,,,,,,5.0,,1.0,21.0,2.0,,2.0,,1.0,,,,,,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,4.0,1.0,,,,,,,5.0,4.0,,,,,,,,,,,,,,,
_Z16secp256k1_fe_invP12secp256k1_fePKS__$_internalized,3080,secp256k1,100,secp256k1-omp,1,omp,$_internalized,10144,4196.0,,14,11.0,2822.0,,744.0,,,,1219.0,,,,,11,,,,,,,831.0,,,13.0,1.0,,,,244.0,11.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
_Z16secp256k1_fe_invP12secp256k1_fePKS__$_internalized,A10,secp256k1,100,secp256k1-omp,1,omp,$_internalized,10144,4196.0,,14,11.0,2822.0,,744.0,,,,1219.0,,,,,11,,,,,,,831.0,,,13.0,1.0,,,,244.0,11.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
_Z16secp256k1_fe_invP12secp256k1_fePKS__$_internalized,A100,secp256k1,100,secp256k1-omp,1,omp,$_internalized,10144,4196.0,,14,11.0,2822.0,,744.0,,,,1219.0,,,,,11,,,,,,,831.0,,,13.0,1.0,,,,244.0,11.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
_Z16secp256k1_fe_invP12secp256k1_fePKS__$_internalized,H100,secp256k1,100,secp256k1-omp,1,omp,$_internalized,10136,3759.0,294.0,14,11.0,1799.0,,744.0,,,,1244.0,,,,,10,,,,,,,831.0,,,,1.0,,14.0,,244.0,11.0,,,,,,,1133.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
_Z16tensor_transposeiiiiPKiS0_PKfS2_S0_S0_S0_PKdPd,3080,tensorT,100,tensorT-cuda,1,cuda,"tensor_transpose(int, int, int, int, const int *, const int *, const float *, const float *, const int *, const int *, const int *, const double *, double *)",528,129.0,24.0,21,22.0,65.0,122.0,,,2.0,2.0,,2.0,2.0,,,9,,1.0,2.0,2.0,,2.0,2.0,38.0,,1.0,1.0,,,,,,,,,,,,,,3.0,,38.0,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16tensor_transposeiiiiPKiS0_PKfS2_S0_S0_S0_PKdPd,A10,tensorT,100,tensorT-cuda,1,cuda,"tensor_transpose(int, int, int, int, const int *, const int *, const float *, const float *, const int *, const int *, const int *, const double *, double *)",528,129.0,24.0,21,22.0,65.0,122.0,,,2.0,2.0,,2.0,2.0,,,9,,1.0,2.0,2.0,,2.0,2.0,38.0,,1.0,1.0,,,,,,,,,,,,,,3.0,,38.0,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16tensor_transposeiiiiPKiS0_PKfS2_S0_S0_S0_PKdPd,A100,tensorT,100,tensorT-cuda,1,cuda,"tensor_transpose(int, int, int, int, const int *, const int *, const float *, const float *, const int *, const int *, const int *, const double *, double *)",528,129.0,18.0,21,22.0,65.0,122.0,,,2.0,2.0,,2.0,2.0,,,9,,1.0,2.0,2.0,,2.0,2.0,38.0,,1.0,1.0,,6.0,,,,,,,,,,,,3.0,,38.0,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16tensor_transposeiiiiPKiS0_PKfS2_S0_S0_S0_PKdPd,H100,tensorT,100,tensorT-cuda,1,cuda,"tensor_transpose(int, int, int, int, const int *, const int *, const float *, const float *, const int *, const int *, const int *, const double *, double *)",568,128.0,12.0,22,22.0,60.0,122.0,3.0,,2.0,2.0,,2.0,2.0,,,13,,1.0,2.0,2.0,,2.0,2.0,38.0,,,9.0,,1.0,25.0,5.0,3.0,3.0,2.0,,,,,3.0,,3.0,,38.0,,,,38.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16update_particlesP8ParticlePfif,3080,nbody,20000 100,nbody-cuda,1,cuda,"update_particles(Particle *, float *, int, float)",56,3.0,3.0,1,1.0,,10.0,,,,,,,10.0,,,13,,,,2.0,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16update_particlesP8ParticlePfif,A10,nbody,20000 100,nbody-cuda,1,cuda,"update_particles(Particle *, float *, int, float)",56,3.0,3.0,1,1.0,,10.0,,,,,,,10.0,,,13,,,,2.0,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16update_particlesP8ParticlePfif,A100,nbody,20000 100,nbody-cuda,1,cuda,"update_particles(Particle *, float *, int, float)",56,3.0,1.0,1,1.0,,10.0,,,,,,,10.0,,,13,,,,2.0,,2.0,,2.0,,,1.0,,2.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16update_particlesP8ParticlePfif,H100,nbody,20000 100,nbody-cuda,1,cuda,"update_particles(Particle *, float *, int, float)",56,3.0,,1,1.0,,10.0,,,,,,,10.0,,,10,,,,2.0,,2.0,,2.0,,,4.0,,,3.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0_,3080,mask,512 512 512 100,mask-cuda,1,cuda,"void windowMaskKernel<int>(int, int, int, const T1 *, const int *, int, T1, T1 *)",176,55.0,9.0,8,25.0,19.0,4.0,,,2.0,2.0,,,2.0,,,14,,,,2.0,,4.0,6.0,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,4.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0_,A10,mask,512 512 512 100,mask-cuda,1,cuda,"void windowMaskKernel<int>(int, int, int, const T1 *, const int *, int, T1, T1 *)",176,55.0,9.0,8,25.0,19.0,4.0,,,2.0,2.0,,,2.0,,,14,,,,2.0,,4.0,6.0,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,4.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0_,A100,mask,512 512 512 100,mask-cuda,1,cuda,"void windowMaskKernel<int>(int, int, int, const T1 *, const int *, int, T1, T1 *)",176,56.0,10.0,8,25.0,15.0,4.0,,,2.0,2.0,,,2.0,,,14,,,,2.0,,4.0,6.0,,,,1.0,,2.0,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,4.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0_,H100,mask,512 512 512 100,mask-cuda,1,cuda,"void windowMaskKernel<int>(int, int, int, const T1 *, const int *, int, T1, T1 *)",192,49.0,3.0,8,25.0,18.0,4.0,,,2.0,2.0,,,2.0,,,15,,,,2.0,,4.0,6.0,,,,8.0,,2.0,12.0,,,,,2.0,,,,5.0,,,,4.0,,,,,4.0,,,,,4.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z17AIDW_Kernel_TiledPKfS0_S0_iS0_S0_PfifS0_,3080,aidw,10 1 100,aidw-cuda,1,cuda,"AIDW_Kernel_Tiled(const float *, const float *, const float *, int, const float *, const float *, float *, int, float, const float *)",3200,16.0,7.0,3,4.0,6.0,6.0,4.0,14.0,,,4.0,768.0,1.0,,,11,3.0,3.0,2.0,2.0,,2.0,,523.0,1.0,1.0,1.0,772.0,,,,,,,,,,,,,6.0,521.0,,,,,1.0,,,,,,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z17AIDW_Kernel_TiledPKfS0_S0_iS0_S0_PfifS0_,A10,aidw,10 1 100,aidw-cuda,1,cuda,"AIDW_Kernel_Tiled(const float *, const float *, const float *, int, const float *, const float *, float *, int, float, const float *)",3200,16.0,7.0,3,4.0,6.0,6.0,4.0,14.0,,,4.0,768.0,1.0,,,11,3.0,3.0,2.0,2.0,,2.0,,523.0,1.0,1.0,1.0,772.0,,,,,,,,,,,,,6.0,521.0,,,,,1.0,,,,,,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z17AIDW_Kernel_TiledPKfS0_S0_iS0_S0_PfifS0_,A100,aidw,10 1 100,aidw-cuda,1,cuda,"AIDW_Kernel_Tiled(const float *, const float *, const float *, int, const float *, const float *, float *, int, float, const float *)",3200,15.0,7.0,3,4.0,6.0,6.0,4.0,14.0,,,4.0,768.0,1.0,,,11,3.0,3.0,2.0,2.0,,2.0,,523.0,1.0,1.0,1.0,772.0,1.0,,,,,,,,,,,,6.0,521.0,,,,,,1.0,,,,,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z17AIDW_Kernel_TiledPKfS0_S0_iS0_S0_PfifS0_,H100,aidw,10 1 100,aidw-cuda,1,cuda,"AIDW_Kernel_Tiled(const float *, const float *, const float *, int, const float *, const float *, float *, int, float, const float *)",256,13.0,4.0,4,5.0,5.0,6.0,7.0,14.0,,,4.0,24.0,1.0,,,12,3.0,3.0,2.0,2.0,,2.0,,27.0,,,8.0,28.0,1.0,6.0,7.0,6.0,1.0,3.0,1.0,,1.0,,1.0,1.0,6.0,25.0,,,,,1.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z17BoundingBoxKerneliiPiS_P6float4P6float3S3_PfS_S_Pj,3080,bh,300 30,bh-cuda,1,cuda,"BoundingBoxKernel(int, int, int *, int *, float4 *, float3 *, float3 *, float *, int *, int *, unsigned int *)",464,41.0,23.0,19,23.0,21.0,37.0,,,10.0,10.0,1.0,52.0,19.0,,,8,,54.0,8.0,2.0,,3.0,4.0,4.0,,,1.0,6.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
_Z17BoundingBoxKerneliiPiS_P6float4P6float3S3_PfS_S_Pj,A10,bh,300 30,bh-cuda,1,cuda,"BoundingBoxKernel(int, int, int *, int *, float4 *, float3 *, float3 *, float *, int *, int *, unsigned int *)",464,41.0,23.0,19,23.0,21.0,37.0,,,10.0,10.0,1.0,52.0,19.0,,,8,,54.0,8.0,2.0,,3.0,4.0,4.0,,,1.0,6.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
_Z17BoundingBoxKerneliiPiS_P6float4P6float3S3_PfS_S_Pj,A100,bh,300 30,bh-cuda,1,cuda,"BoundingBoxKernel(int, int, int *, int *, float4 *, float3 *, float3 *, float *, int *, int *, unsigned int *)",464,41.0,18.0,19,23.0,21.0,37.0,,,10.0,10.0,1.0,52.0,19.0,,,8,,54.0,8.0,2.0,,3.0,4.0,4.0,,,1.0,6.0,5.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
_Z17BoundingBoxKerneliiPiS_P6float4P6float3S3_PfS_S_Pj,H100,bh,300 30,bh-cuda,1,cuda,"BoundingBoxKernel(int, int, int *, int *, float4 *, float3 *, float3 *, float *, int *, int *, unsigned int *)",496,36.0,8.0,19,23.0,15.0,37.0,6.0,,10.0,10.0,1.0,52.0,19.0,,,11,,54.0,8.0,2.0,,3.0,3.0,4.0,,,4.0,6.0,2.0,16.0,7.0,9.0,1.0,6.0,,,,,3.0,,,,1.0,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,
_Z17CompressionKerneliPKyPcPKiPi,3080,fpdc,255 8 100 2,fpdc-cuda,1,cuda,"CompressionKernel(int, const unsigned long long *, char *, const int *, int *)",288,46.0,2.0,10,21.0,35.0,4.0,4.0,,5.0,5.0,27.0,41.0,33.0,4.0,,14,,8.0,,2.0,,2.0,6.0,,1.0,,1.0,,,,,,,,,,,,,,3.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,
_Z17CompressionKerneliPKyPcPKiPi,A10,fpdc,255 8 100 2,fpdc-cuda,1,cuda,"CompressionKernel(int, const unsigned long long *, char *, const int *, int *)",288,46.0,2.0,10,21.0,35.0,4.0,4.0,,5.0,5.0,27.0,41.0,33.0,4.0,,14,,8.0,,2.0,,2.0,6.0,,1.0,,1.0,,,,,,,,,,,,,,3.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,
_Z17CompressionKerneliPKyPcPKiPi,A100,fpdc,255 8 100 2,fpdc-cuda,1,cuda,"CompressionKernel(int, const unsigned long long *, char *, const int *, int *)",280,43.0,1.0,10,21.0,34.0,4.0,4.0,,5.0,5.0,27.0,41.0,33.0,4.0,,9,,8.0,,2.0,,2.0,6.0,,1.0,,1.0,,,,,,,,,,,,,,3.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,
